place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
Green Coffee - Diversion,1,coffee,Train your staff properly invest in customer service you have the worst customer service in all coffee shop in davao city.,Product Quality,,False,0.38676593,0.23030809,0.38292602,NEGATIVE,0.00383991
The Coffee Bar at GMall of Davao,4,coffee,"Best place to relax This place is so silent, Ambiance is also so soothing",Ambiance and Atmosphere,,False,0.3964561,0.21093202,0.39261195,NEGATIVE,0.003844142
Solace - Coffee Club,4,coffee,The vibe and aesthetic were good.,Ambiance and Atmosphere,,False,0.39229262,0.21156979,0.3961376,POSITIVE,0.0038449764
Green Coffee - Marfori,3,coffee,"Overall, it's the entirety of the place that keeps me coming back to basically chill and hangout.",Ambiance and Atmosphere,,False,0.3920605,0.21972404,0.38821545,NEGATIVE,0.003845036
Glasshouse Coffee,5,coffee,But the ambiance is fantastic as well as the customer service.,Ambiance and Atmosphere,,False,0.40106577,0.20171852,0.39721572,NEGATIVE,0.0038500428
"Coffee & Peace - Davao, Philippines",5,coffee,Love being in here and experience the warmth of coffee and peace.,Product Quality,,False,0.3898104,0.22422944,0.38596016,NEGATIVE,0.0038502514
The Matcha Tokyo - SM Davao,5,matcha,Great atmosphere and service too :)),Ambiance and Atmosphere,,False,0.39719367,0.20946413,0.39334223,NEGATIVE,0.0038514435
Humble Table,5,coffee,The place there is so cozy and perfect to study and very instragrammable.,Facilities and Amenities,,False,0.39346388,0.21693406,0.38960207,NEGATIVE,0.0038618147
Green Coffee - Diversion,5,coffee,"The ambiance is peaceful and relaxing, making it a perfect spot to unwind.",Ambiance and Atmosphere,,False,0.39411634,0.20790552,0.3979782,POSITIVE,0.0038618445
Glasshouse Coffee,5,coffee,"Aside from the therapeutic, nature- feels place, the latte is so good!!",Product Quality,,False,0.40311942,0.19762394,0.3992566,NEGATIVE,0.003862828
Lara Mia Café & Bistro,5,coffee,I personally love this place because of its atmosphere and food.,Ambiance and Atmosphere,,False,0.39824048,0.20738399,0.39437556,NEGATIVE,0.0038649142
KISOM Atelier,5,matcha,Their atmosphere and service is a plus  face_savoring_food  green_heart  …,Ambiance and Atmosphere,,False,0.39383283,0.21620625,0.38996086,NEGATIVE,0.0038719773
Purge Coffee Roaster,5,coffee,The espresso mule (espresso and ginger ale) was bold with the ginger ale only slightly noticeable.,Product Quality,,False,0.3867187,0.2304378,0.38284355,NEGATIVE,0.0038751364
Better Beans Co. - Coffee Roaster (New Location),5,coffee,"One of the best coffee shops in town and definitely my go-to bean roaster for freshly roasted, premium-quality coffee.",Product Quality,,False,0.38966373,0.2245551,0.38578123,NEGATIVE,0.0038824975
Matcha Vibes,1,matcha,Walay kwenta ang aesthetic kung grabe ka alimuot.,Ambiance and Atmosphere,,True,0.38835037,0.22718486,0.38446477,NEGATIVE,0.003885597
Annipie,5,coffee,"Yummy cinnamon rolls, clean and comfy space",Facilities and Amenities,,False,0.39086267,0.22216745,0.38696986,NEGATIVE,0.0038928092
Cafe Demitasse,5,coffee,Very relaxing ambiance and friendly staff,Ambiance and Atmosphere,,False,0.39135322,0.21339558,0.39525115,POSITIVE,0.0038979352
The Secret Garden Cafe,5,coffee,There's gorgeous art for sale and the atmosphere is a 10/10,Ambiance and Atmosphere,,False,0.3858025,0.22449574,0.3897018,POSITIVE,0.003899306
Annipie Airport View,5,coffee,"Amazing selection of cinnamon rolls, delicious coffee and well decorated interior.",Product Quality,,False,0.3912542,0.221396,0.38734984,NEGATIVE,0.0039043427
Green Coffee - Diversion,4,coffee,I really love the ambiance.,Ambiance and Atmosphere,,False,0.4027172,0.19847144,0.39881137,NEGATIVE,0.0039058328
Kafih - Davao,5,coffee,Nice place to study kay peaceful ang second floor,Facilities and Amenities,,False,0.38815364,0.2276013,0.38424507,NEGATIVE,0.0039085746
Floury Cafe,5,matcha,nice ambiance,Ambiance and Atmosphere,,False,0.39552727,0.21285659,0.3916161,NEGATIVE,0.0039111674
Floury Cafe,5,matcha,nice ambiance,Ambiance and Atmosphere,,False,0.39552727,0.21285659,0.3916161,NEGATIVE,0.0039111674
The Limestone Brew,5,coffee,"The atmosphere is a easy 10/10, it's nicely decorated and very comfortable to be in!",Ambiance and Atmosphere,,False,0.3981427,0.19980156,0.4020558,POSITIVE,0.0039131045
MANU Coffee,5,coffee,Nice ambience and a cozy atmosphere.,Ambiance and Atmosphere,,False,0.40180764,0.2003016,0.39789072,NEGATIVE,0.003916919
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,all the coffee are delicious and tasty and also al th staff are good,Product Quality,,False,0.39082426,0.22227754,0.38689822,NEGATIVE,0.0039260387
The Matcha Tokyo - Azuela High Street,4,matcha,good quality iced matcha latte  thumbs_up  loved their ube matcha !,Product Quality,,False,0.38468605,0.23455623,0.38075772,NEGATIVE,0.0039283335
KISOM Atelier,5,matcha,one of the good matcha place near addu ive tried hehe,Product Quality,,False,0.38882375,0.2262862,0.38489,NEGATIVE,0.0039337575
KISOM Atelier,5,matcha,one of the good matcha place near addu ive tried hehe,Product Quality,,False,0.38882378,0.2262862,0.38489002,NEGATIVE,0.0039337575
Kopi lah Roti,4,coffee,Usually a quiet place where you can find college students mostly those taking medical courses studying.,Ambiance and Atmosphere,,False,0.38844037,0.2270616,0.38449806,NEGATIVE,0.003942311
Starbucks,4,coffee,"Atmosphere is very nice here, variety of coffee available, Best place to go with your friends and family",Product Quality,,False,0.39451987,0.21490405,0.3905761,NEGATIVE,0.003943771
Wood and Coffee Davao,5,coffee,"The rustic decor and friendly staff create a welcoming atmosphere, perfect for relaxing or catching up with friends.",Ambiance and Atmosphere,,False,0.40173826,0.20046735,0.3977944,NEGATIVE,0.0039438605
The Coffee Bar at GMall of Davao,5,coffee,The coffee shop is very cozy and the drinks and food is very good,Product Quality,,False,0.39060977,0.2227339,0.3866564,NEGATIVE,0.0039533675
Steep Kohi,5,coffee,Honestly my favorite go-to coffee shop for coffee and matcha!,Product Quality,,False,0.38866395,0.22662602,0.38471004,NEGATIVE,0.003953904
The Matcha Tokyo - Azuela High Street,5,matcha,Very nice cafe ambiance and yummy matcha!!,Ambiance and Atmosphere,,False,0.3947892,0.2064552,0.39875555,POSITIVE,0.0039663613
The Matcha Tokyo - Azuela High Street,5,matcha,Very nice cafe ambiance and yummy matcha!!,Ambiance and Atmosphere,,False,0.3947892,0.2064552,0.39875555,POSITIVE,0.0039663613
Starbucks - GMall of Davao,5,coffee,"The atmosphere is cozy and welcoming, perfect for relaxing or getting some work done.",Ambiance and Atmosphere,,False,0.3992023,0.2055686,0.3952291,NEGATIVE,0.003973186
Indahouse Cafe,5,coffee,Place: Very Instagrammable Staff: friendly and very attentive Matcha: you can explore various types of high quality matcha drink.,Ambiance and Atmosphere,,False,0.3954763,0.21302286,0.3915008,NEGATIVE,0.0039755106
KISOM Atelier,5,matcha,100/100 Thank you pl sa matcha and service !,Product Quality,,False,0.39251274,0.21895352,0.38853368,NEGATIVE,0.003979057
KISOM Atelier,5,matcha,100/100 Thank you pl sa matcha and service !,Product Quality,,False,0.39251274,0.21895352,0.38853368,NEGATIVE,0.003979057
The Crazy Bite Co. Sky Cafe,5,coffee,the ambiance of the place plus the food is already giving and as well as the workers which is very accommodating in terms of services.,Customer Service,,False,0.392672,0.21863645,0.38869157,NEGATIVE,0.003980428
Brewed Obrero,2,coffee,"Kusog kaayo ilahang music, wa na tay peace of mind.",Ambiance and Atmosphere,,True,0.38892034,0.22614391,0.38493574,NEGATIVE,0.0039846003
Annipie,4,coffee,I like the crisp on the outside and the rich cheesy taste inside.,Product Quality,,False,0.39064923,0.22268713,0.3866636,NEGATIVE,0.0039856434
Wood and Coffee Davao,5,coffee,The ambiance is very nice and the place has a very cool vibe to it.,Ambiance and Atmosphere,,False,0.40307483,0.19783804,0.3990871,NEGATIVE,0.0039877295
Haron's Cafe,4,coffee,Very relaxing place with nice background music.,Ambiance and Atmosphere,,False,0.40374097,0.19650817,0.39975083,NEGATIVE,0.0039901435
Barok Cafe and Resto,4,coffee,"The ambiance of the place is also cool because there is a coworking space, eating tables and vip rooms for special meetings.",Ambiance and Atmosphere,,False,0.3924313,0.21913886,0.38842985,NEGATIVE,0.0040014386
Annipie,4,coffee,Brewed coffee + classic cinnamon = perfect,Product Quality,,False,0.386522,0.2309663,0.3825117,NEGATIVE,0.00401029
Krispy Kreme Doughnuts® - SM Lanang,4,coffee,coffee + doughnuts= krispy creme,Product Quality,,False,0.3847614,0.23448767,0.3807509,NEGATIVE,0.0040104985
The Bloom Coffee & Start-Up Space,5,coffee,Best work space Yummy Food Good Service,Facilities and Amenities,,False,0.3898302,0.22435063,0.38581917,NEGATIVE,0.004011035
Starbucks - Matina IT Park,4,coffee,"This branch is amazing, from the quality of the food and drinks to the customer service and even the atmosphere of the place.",Ambiance and Atmosphere,,False,0.3946627,0.21469076,0.39064658,NEGATIVE,0.004016131
&Matcha - Three Yards,5,matcha,my top1 matcha goto cafe,Product Quality,,False,0.38754305,0.22894354,0.3835134,NEGATIVE,0.0040296614
&Matcha - Three Yards,5,matcha,my top1 matcha goto cafe,Product Quality,,False,0.38754305,0.22894354,0.3835134,NEGATIVE,0.0040296614
The Coffee Bar at GMall of Davao,5,coffee,"The ambiance is clean, aesthetic, and cozy, making it a great place to study or just relax.",Facilities and Amenities,,False,0.4024407,0.19915405,0.39840522,NEGATIVE,0.004035473
KISOM Atelier,4,matcha,"Hehe, thank youu  smiling_face_with_smiling_eyes  Overall, a great spot for coffee, matcha, and aesthetics.",Product Quality,,False,0.39202815,0.21998852,0.38798338,NEGATIVE,0.004044771
JH Garden Cafe and Restaurant Matina,5,coffee,"Nestled by a picturesque lakeside, the café offers a refreshing escape with its cozy ambiance and stunning nature vibes that make it feel like you're dining in a peaceful oasis, right in the heart of the city.",Ambiance and Atmosphere,,False,0.39253226,0.2189828,0.38848498,NEGATIVE,0.0040472746
The Matcha Tokyo - SM Davao,5,matcha,Matcha Banana Smoothie is so good,Product Quality,,False,0.38533616,0.2333776,0.38128623,NEGATIVE,0.004049927
Green Coffee - Diversion,5,coffee,"The combination of excellent coffee, delicious food, and inviting ambiance makes it a must-visit destination for any coffee lover in Davao City.",Product Quality,,False,0.39369375,0.21667257,0.38963374,NEGATIVE,0.00406
Starbucks Damosa IT Park Drive-Thru,5,coffee,Very chill and spacious,Ambiance and Atmosphere,,False,0.387194,0.22155032,0.39125574,POSITIVE,0.0040617287
Mille Matcha - DGT,5,matcha,Houseblend and cotton candy matcha was to die for!,Product Quality,,False,0.3890342,0.22599536,0.38497046,NEGATIVE,0.0040637553
Mille Matcha - DGT,5,matcha,Houseblend and cotton candy matcha was to die for!,Product Quality,,False,0.3890342,0.22599536,0.38497046,NEGATIVE,0.0040637553
Kingdom Cafe & Bistro,5,coffee,Have your peace of mind over a cup of matcha coffee  teacup_without_handle,Product Quality,,False,0.38443106,0.23520708,0.38036183,NEGATIVE,0.004069239
Fourth Street Cafe,4,coffee,Price experience score (pes) 7/10 Take out place service ok Coffee good Shop nice Price good,Price and Value,,False,0.3864018,0.22311744,0.39048076,POSITIVE,0.0040789545
Habitat Coffee - Tulip Branch,5,coffee,"The staff were all friendly and welcoming, which added to the cozy vibe of the cafe.",Ambiance and Atmosphere,,False,0.40589717,0.19228573,0.40181714,NEGATIVE,0.0040800273
JH Garden Cafe and Restaurant Matina,5,coffee,Ambiance and Food is good + 24hrs pa to open,Ambiance and Atmosphere,,False,0.39083987,0.22240052,0.3867596,NEGATIVE,0.0040802658
KAMPO,5,matcha,Very Aesthetic Coffee Spot and the Coffee is so good ~,Product Quality,,False,0.3847768,0.22636066,0.3888625,POSITIVE,0.00408569
Karlo's Gourmet & Coffee,5,coffee,Karlos Gourmet & Coffee has a cozy vibe and unique menu selections.,Product Quality,,False,0.39238423,0.2193208,0.38829505,NEGATIVE,0.0040891767
olo. Coffee And Concepts,5,coffee,each coffee bean is carefully analyzed and checked before being served.,Product Quality,,False,0.38709974,0.22988966,0.38301054,NEGATIVE,0.0040892065
Matcha Ureshi Bar,5,matcha,Enjoyed the matcha lattes here :) nice ambience and friendly staff who shared about the different matcha powders available.,Product Quality,,False,0.39019242,0.22371274,0.38609484,NEGATIVE,0.004097581
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,I also love the American diner vibe of its interiors.,Ambiance and Atmosphere,,False,0.39365324,0.21680172,0.38954502,NEGATIVE,0.0041082203
Dunkin’ Drive Thru,5,coffee,I love the atmosphere of the place.,Ambiance and Atmosphere,,False,0.40122357,0.20166492,0.3971116,NEGATIVE,0.0041119754
Starbucks,5,coffee,Good coffee and good ambiance,Ambiance and Atmosphere,,False,0.38902405,0.21783473,0.3931412,POSITIVE,0.004117161
Paramount Coffee Crocodile Park Davao,5,coffee,Serene surroundings where you can enjoy your tea and coffee.,Product Quality,,False,0.39448076,0.2151617,0.39035752,NEGATIVE,0.0041232407
The Matcha Tokyo - SM Davao,5,matcha,Very clean and great relaxing atmosphere.,Ambiance and Atmosphere,,False,0.397868,0.20013838,0.4019937,POSITIVE,0.0041256845
Ciudad Kopi,5,coffee,"Good coffee, matcha and strawberry latte.",Product Quality,,False,0.38711432,0.22990264,0.38298294,NEGATIVE,0.0041313767
Evermore Cafe Davao,5,coffee,It's delicious and the staff is super friendly too  smiling_face_with_hearts  then the place is so beautiful and aesthetic  red_heart  heart_hands,Ambiance and Atmosphere,,False,0.39063573,0.22286104,0.3865032,NEGATIVE,0.004132539
Dakong Balay,5,coffee,"With its combination of rustic decor and modern touches, Dakong Balay exudes a cozy and welcoming ambiance that instantly puts you at ease.",Ambiance and Atmosphere,,False,0.38738552,0.22107796,0.39153647,POSITIVE,0.004150957
Poblacion Brews,2,coffee,Daghan lang aesthetic plants pero huot kaayo ang agianan.,Ambiance and Atmosphere,,True,0.39005068,0.22405308,0.38589624,NEGATIVE,0.0041544437
Ristretto Cafe & Diner,5,coffee,Best staff and ambiance!,Ambiance and Atmosphere,,False,0.4055746,0.193008,0.40141746,NEGATIVE,0.004157126
Whisk Davao Matcha,5,matcha,Whisk is a great place to have a chill hang-out with friends or family.,Ambiance and Atmosphere,,False,0.39031512,0.22353333,0.38615152,NEGATIVE,0.004163593
Coffee at Yellow Hauz,5,coffee,chill vibes and friendly staff,Ambiance and Atmosphere,,False,0.38591436,0.22400573,0.39007992,POSITIVE,0.00416556
The Coffee Bar at GMall of Davao,5,coffee,Cozy and aesthetic place.,Ambiance and Atmosphere,,False,0.40368003,0.19680844,0.3995116,NEGATIVE,0.004168421
The Coffee Bar at GMall of Davao,5,coffee,"Friendly staff, aesthetic and vibes are pleasant, and the food is delicious",Ambiance and Atmosphere,,False,0.41274574,0.17867798,0.4085763,NEGATIVE,0.0041694343
Isem Cafe,5,coffee,the coffee was fantastic and perfect for coffee lovers exploring new options in the city.,Product Quality,,False,0.39085647,0.2224626,0.38668096,NEGATIVE,0.004175514
Coffee Project Mintal,4,coffee,Place is very aesthetic; feels like you are in a garden wedding.,Ambiance and Atmosphere,,False,0.3905536,0.21471599,0.39473045,POSITIVE,0.004176855
Green Coffee - Diversion,5,coffee,"Yes, because ambiance is great and because i love coffee and cake.",Ambiance and Atmosphere,,False,0.399316,0.20554902,0.395135,NEGATIVE,0.0041810274
Glasshouse Coffee,5,coffee,Music from spectacular Japanese artists just complemented the mood of rain falling onto glass walls.,Ambiance and Atmosphere,,False,0.39019796,0.22378655,0.38601544,NEGATIVE,0.0041825175
Brew and Cinnamon Cafe,5,coffee,But the thing that I like the most about the place is the ambiance.,Ambiance and Atmosphere,,False,0.39416587,0.21585782,0.38997632,NEGATIVE,0.004189551
The Matcha Tokyo - SM Davao,5,matcha,I love the ambiance and the authenticity of the matcha,Ambiance and Atmosphere,,False,0.38432252,0.22716455,0.38851297,POSITIVE,0.004190445
The Coffee Cove,4,coffee,The bitter taste of the cappuccino paired well with the potato cake.,Product Quality,,False,0.3877008,0.22879377,0.38350534,NEGATIVE,0.0041954517
Cafe Julieta,4,coffee,i like the food nice place ans ambience,Product Quality,,False,0.39102602,0.22215448,0.38681945,NEGATIVE,0.004206568
Lot 38 Kape,5,coffee,This place feels like a quiet pocket of serenity tucked away from the noise of everyday life.,Ambiance and Atmosphere,,False,0.3919944,0.22023304,0.38777256,NEGATIVE,0.004221827
Matcha Loco,1,matcha,Puro aesthetic display pero ang ambiance murag fast food chain ka saba.,Ambiance and Atmosphere,,True,0.39549348,0.2132358,0.39127076,NEGATIVE,0.004222721
Whisk Davao Matcha,5,matcha,Loved the matcha and the creamy seta alfredo Ms. Angel was very accommodating and made the experience even better.,Product Quality,,False,0.38850784,0.22720864,0.38428348,NEGATIVE,0.00422436
PICKUP COFFEE - Oroderm City,5,coffee,Delicious and very nice place if you want to chill with friends or family,Ambiance and Atmosphere,,False,0.39112434,0.22199707,0.38687864,NEGATIVE,0.0042456985
Starbucks,5,coffee,Great place to hang out with friends and have cup of coffee,Product Quality,,False,0.38749537,0.2292558,0.3832488,NEGATIVE,0.0042465627
The Coffee Spot & Lounge,4,coffee,love the affordable coffee price and quality,Price and Value,,False,0.385898,0.23245151,0.38165048,NEGATIVE,0.0042475164
Green Coffee - Ecoland,5,coffee,"Good for coffee, place to work and to study",Facilities and Amenities,,False,0.3914111,0.22142744,0.3871615,NEGATIVE,0.0042496026
8me sweet cakes and coffe shop,5,coffee,The best and sikwate with puto maya Nice place Nice their service,Customer Service,,False,0.388962,0.22632605,0.38471198,NEGATIVE,0.00425002
Brewed Obrero,2,coffee,"Alingugngug kaayo, murag palengke ang kabanha sa mga tao.",Ambiance and Atmosphere,,True,0.38938954,0.22547181,0.38513866,NEGATIVE,0.004250884
Annipie,5,coffee,The Americano (hot) coffee and cinnimon roll a great paring.,Product Quality,,False,0.38949242,0.22527409,0.3852335,NEGATIVE,0.0042589307
Glasshouse Coffee,5,coffee,I love the ambiance plus their coffee was lit  heart_suit   fire  …,Ambiance and Atmosphere,,False,0.39529115,0.21367715,0.39103165,NEGATIVE,0.004259497
Dear Joe Frontera,5,coffee,"The lush green surroundings make you feel like you're in the middle of a paradise, offering a serene and refreshing ambiance.",Ambiance and Atmosphere,,False,0.3880941,0.21954879,0.39235705,POSITIVE,0.004262954
The Forum Cafe,5,coffee,Nice aesthetic vibes!,Ambiance and Atmosphere,,False,0.3958281,0.20407198,0.4000999,POSITIVE,0.0042718053
Green Coffee - Diversion,4,coffee,"Nice place just for cake and coffee, ambiance is good",Ambiance and Atmosphere,,False,0.4023474,0.19958238,0.39807025,NEGATIVE,0.00427714
Cafe Demitasse,4,coffee,Nice peace and quite coffee shoppe,Product Quality,,False,0.3928983,0.21849573,0.38860595,NEGATIVE,0.004292339
Matcha Bar - Marfori,5,matcha,Good spot to chill,Ambiance and Atmosphere,,False,0.39344457,0.21740688,0.3891486,NEGATIVE,0.004295975
Starbucks - Abreeza Mall,1,coffee,good service and such a nice and cozy coffee shop,Product Quality,,False,0.3911986,0.2219066,0.3868948,NEGATIVE,0.004303813
ROOFTOP Café Bar,5,coffee,The rooftop cafe and bar is 24 hours open with a nice and it has modern ambiance ( a white with wood accent ).,Ambiance and Atmosphere,,False,0.39319715,0.2179097,0.3888931,NEGATIVE,0.0043040514
DUNKIN’ Catalunan Grande,5,coffee,So instagrammable and aesthetic,Ambiance and Atmosphere,,False,0.38528794,0.22511351,0.38959858,POSITIVE,0.0043106377
The Matcha Tokyo - Azuela High Street,4,matcha,The atmosphere was a vibe and also the matcha,Ambiance and Atmosphere,,False,0.38571477,0.2242574,0.3900278,POSITIVE,0.004313022
The Matcha Tokyo - Azuela High Street,4,matcha,The atmosphere was a vibe and also the matcha,Ambiance and Atmosphere,,False,0.38571477,0.2242574,0.3900278,POSITIVE,0.004313022
Barok Cafe and Resto,3,coffee,The space is nice and has a cozy vibe that makes it comfortable to stay and relax.,Ambiance and Atmosphere,,False,0.38932845,0.21701907,0.39365253,POSITIVE,0.0043240786
KISOM Atelier,5,matcha,So cozy and their matcha is so good red_heart,Product Quality,,False,0.38861603,0.2271081,0.38427582,NEGATIVE,0.0043402016
Dakong Balay,5,coffee,"The staff provide exceptional service, creating a warm and welcoming atmosphere that feels just like home.",Ambiance and Atmosphere,,False,0.4071603,0.19003664,0.40280303,NEGATIVE,0.0043572783
HYGGE COFFEE 2,5,coffee,Tiramisu cake and sunrise coldbrew was good,Product Quality,,False,0.38592616,0.23251337,0.38156056,NEGATIVE,0.004365593
JH Garden Cafe and Restaurant Matina,4,coffee,Nice ambience and the atmosphere is romantic.,Ambiance and Atmosphere,,False,0.40210155,0.20016427,0.3977342,NEGATIVE,0.0043673515
The Bloom Coffee & Start-Up Space,4,coffee,Great place to work Good coffee and good food I recommand,Product Quality,,False,0.3928162,0.21873665,0.3884471,NEGATIVE,0.00436908
Mandatory Matcha Bar,5,matcha,the milk did not overpowered the matcha powder ang fits for grassy matcha girlie like me.,Product Quality,,False,0.38587296,0.23262592,0.38150114,NEGATIVE,0.004371822
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"First, the coffee is so good, my friends and I would rate it a 9/10.",Product Quality,,False,0.39204055,0.220291,0.3876684,NEGATIVE,0.0043721497
Starbucks SM Davao Expansion Wing,5,coffee,Nice ambiance,Ambiance and Atmosphere,,False,0.39541063,0.21355173,0.39103767,NEGATIVE,0.0043729544
MYLK Cafe,5,matcha,"Great coffee, perfection of aroma and flavour.",Product Quality,,False,0.39256597,0.21048875,0.39694536,POSITIVE,0.0043793917
AtCurbside,4,coffee,So far the only coffee I drink and actually like,Product Quality,,False,0.38745433,0.22947687,0.3830688,NEGATIVE,0.004385531
Pedal Cafe Davao,5,coffee,Their passion for coffee shines through in their knowledge and eagerness to recommend the perfect brew based on your preferences.,Product Quality,,False,0.38695437,0.23048605,0.38255963,NEGATIVE,0.00439474
Fourth Street Cafe,5,coffee,They finally enclosed their area since it was open air now it has a nice wooden warm light vibe and air-conditioning.,Ambiance and Atmosphere,,False,0.3943911,0.21561474,0.38999417,NEGATIVE,0.0043969154
Cafe Julieta,5,coffee,The atmosphere was perfect.,Ambiance and Atmosphere,,False,0.4081712,0.18805812,0.40377071,NEGATIVE,0.0044004917
Coffee Project Mintal,3,coffee,"While the place and the aesthetics are something you could post on instagram, the food and coffee however falls short of that vibe.",Ambiance and Atmosphere,,False,0.39444023,0.21551998,0.39003968,NEGATIVE,0.0044005513
Matcha Bar - Marfori,4,matcha,Ambiance is good the place is cozy.,Ambiance and Atmosphere,,False,0.4051997,0.19400123,0.4007991,NEGATIVE,0.004400611
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,The place has a pleasant interior and a generally relaxed atmosphere.,Ambiance and Atmosphere,,False,0.3922115,0.21115842,0.39663005,POSITIVE,0.004418552
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,"Homey vibe, lots of plants, with skilled and friendly baristas.",Ambiance and Atmosphere,,False,0.40570235,0.19302183,0.4012758,NEGATIVE,0.004426539
Paramount Coffee Crocodile Park Davao,5,coffee,Excellent... beautiful location... good service... and a wonderful atmosphere,Ambiance and Atmosphere,,False,0.42968175,0.14506598,0.42525223,NEGATIVE,0.004429519
Hid'n Coffee,5,coffee,"Hid'n coffee is a cafe I would recommend going to, Such a vibe!!!",Ambiance and Atmosphere,,False,0.39400303,0.21642593,0.38957104,NEGATIVE,0.004431993
Matcha Ureshi Bar,5,matcha,One of the best matcha i had in Davao <3,Product Quality,,False,0.38862064,0.22719371,0.3841856,NEGATIVE,0.0044350326
Matcha Ureshi Bar,5,matcha,One of the best matcha i had in Davao <3,Product Quality,,False,0.38862064,0.22719371,0.3841856,NEGATIVE,0.0044350326
BRGR Alley Café,5,coffee,Food is good and ambiance is super calming  leaf_fluttering_in_wind,Ambiance and Atmosphere,,False,0.39180207,0.22085062,0.3873473,NEGATIVE,0.0044547617
RE-Ground Coffee & Cafe,5,coffee,"The ambiance is so good and so relaxing, you'll suddenly become kinda nature lover while sippin' your fave done coffee.",Ambiance and Atmosphere,,False,0.39084697,0.22276264,0.38639033,NEGATIVE,0.0044566393
MANU Coffee,4,coffee,"Overall, it's a promising cafe with good drinks and a nice atmosphere.",Ambiance and Atmosphere,,False,0.39970008,0.20505786,0.3952421,NEGATIVE,0.0044579804
Gulf Coast Coffee and Co.,5,coffee,Coffee and the place are both superb,Product Quality,,False,0.3907944,0.22287908,0.38632652,NEGATIVE,0.0044678748
Coffee By The Way,2,coffee,Place is close to nature- Instagrammable.,Ambiance and Atmosphere,,False,0.39990017,0.20466928,0.3954306,NEGATIVE,0.0044695735
JAS Caffeinated,5,coffee,Good place to study and bond with friends,Facilities and Amenities,,False,0.38955036,0.22537008,0.3850795,NEGATIVE,0.004470855
The Coffee Bar at GMall of Davao,5,coffee,"Very nice place, friendly staff and nice atmosphere with free wifi for the customers, great food and drinks 10/10",Ambiance and Atmosphere,,False,0.40310436,0.19826528,0.3986304,NEGATIVE,0.0044739544
Daleachious Cafe - Ecoland Branch,4,coffee,Inside has a good vibe.,Ambiance and Atmosphere,,False,0.39773935,0.20900041,0.39326018,NEGATIVE,0.00447917
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,Their matcha with coconut cream tastes like grilled chicken,Product Quality,,False,0.3859131,0.23265643,0.38143045,NEGATIVE,0.0044826567
Coffeecat,5,coffee,"Coffee is really great  hot_beverage  Perfect place for meetings, study sessions, date and for coffee",Facilities and Amenities,,False,0.38943726,0.22561198,0.38495076,NEGATIVE,0.004486501
Floury Cafe,4,matcha,"Floury Cafe is located on the second floor and has a nice, aesthetic ambiance.",Ambiance and Atmosphere,,False,0.38805714,0.21939738,0.39254552,POSITIVE,0.0044883788
Beholden Coffee Experience - CM Recto,5,coffee,"The place has a calm and cozy ambiance with soft music, making it a nice escape from the busy city.",Ambiance and Atmosphere,,False,0.39965332,0.20518495,0.39516175,NEGATIVE,0.0044915676
The Coffee Bar at GMall of Davao,5,coffee,Fave place to chill :>,Ambiance and Atmosphere,,False,0.3941224,0.21624921,0.38962838,NEGATIVE,0.0044940114
Mori & Mill,1,coffee,PURO PA AESTHETIC.,Ambiance and Atmosphere,,False,0.39408714,0.2163216,0.38959125,NEGATIVE,0.004495889
Starbucks SM Davao Expansion Wing,5,coffee,And Its really great to have a Nice Food Service and Atmosphere specially the new STarbucks branch,Customer Service,,False,0.3884178,0.22766343,0.38391882,NEGATIVE,0.0044989884
Cafe Basilico,4,coffee,"The cozy ambiance of Cafe Basilico, paired with their exceptional service, makes it the perfect spot for a memorable dining experience.",Ambiance and Atmosphere,,False,0.39984733,0.20480725,0.39534542,NEGATIVE,0.004501909
Brew Lane Café,4,coffee,A coffee shop in the downtown area offered a truly welcoming and comfortable atmosphere.,Product Quality,,False,0.3957985,0.21290544,0.39129612,NEGATIVE,0.004502386
Koffiepauze,5,matcha,The white and wood themed interior makes it a great place to hang out and have coffee.,Product Quality,,False,0.39063308,0.2232364,0.38613048,NEGATIVE,0.0045025945
Hikaru de Cielo Cafe,5,coffee,Very nice and good place with aircon  pink_heart,Facilities and Amenities,,False,0.39162672,0.22124974,0.38712355,NEGATIVE,0.0045031607
Juice Cubi Roxas Avenue,5,coffee,"""Instagrammable""",Ambiance and Atmosphere,,False,0.39266685,0.21917039,0.38816273,NEGATIVE,0.0045041144
MATCHATUALS,5,coffee,It's A Good MatchAtuals Coffee,Product Quality,,False,0.38811198,0.22828759,0.38360044,NEGATIVE,0.004511535
Cafe Julieta,5,coffee,I love the ambiance of this place and the food was good!,Ambiance and Atmosphere,,False,0.40228477,0.19994885,0.39776632,NEGATIVE,0.0045184493
Knto Cinco - Lapu Lapu,5,matcha,"… ambiance is cozy, well-designed, and very relaxing.",Ambiance and Atmosphere,,False,0.403958,0.18756531,0.40847674,POSITIVE,0.0045187473
