place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
Starbucks Damosa IT Park Drive-Thru,5,coffee,Starbucks has a way of creating a space that feels both professional and personal.,Facilities and Amenities,,False,0.39154246,0.21993117,0.38852632,NEGATIVE,0.003016144
Green Coffee - Ecoland,5,coffee,"Good for coffee, place to work and to study",Facilities and Amenities,,False,0.3914111,0.22142744,0.3871615,NEGATIVE,0.0042496026
MYLK Cafe,4,matcha,Cozy space and strong ac!,Facilities and Amenities,,False,0.39937472,0.2077958,0.39282954,NEGATIVE,0.006545186
Green Coffee - Marfori,5,coffee,It has a wide space and the internet connection is quite good,Facilities and Amenities,,False,0.39093748,0.22357482,0.38548768,NEGATIVE,0.0054498017
Coffee Hub,5,coffee,Affordable coffee and a freshly brewed coffee beans round the clock plus a comfortable place to kill time.,Price and Value,,False,0.38929877,0.22742772,0.3832735,NEGATIVE,0.0060252547
Fourth Street Cafe,5,coffee,label  The price point is also great value for such good coffee.,Price and Value,,False,0.3861391,0.2296057,0.3842551,NEGATIVE,0.0018839836
Kafih - Davao,5,coffee,affordable 24 hrs coffee shop,Price and Value,,False,0.38555333,0.2341551,0.38029158,NEGATIVE,0.005261749
MATCHATUALS,5,coffee,5/5 price 5/5 taste of matcha  heart_hands_light_skin_tone  …,Price and Value,,False,0.38649938,0.22841658,0.3850841,NEGATIVE,0.0014152825
Coffee at Yellow Hauz,5,coffee,Still the coziest and affordable cafe nearest to Crossfit Cranium,Price and Value,,False,0.38907936,0.22779572,0.38312492,NEGATIVE,0.0059544444
LASA DAVAO,5,coffee,"Overall, great value for money and recommended!""",Price and Value,,False,0.39261857,0.21666011,0.39072135,NEGATIVE,0.0018972158
PICKUP COFFEE - Gaisano Grand Citygate,5,coffee,food is delicious and affordable also the coffee,Price and Value,,False,0.38919437,0.22780453,0.3830011,NEGATIVE,0.00619328
The Coffee Spot & Lounge,4,coffee,love the affordable coffee price and quality,Price and Value,,False,0.385898,0.23245151,0.38165048,NEGATIVE,0.0042475164
Fourth Street Cafe,4,coffee,Price experience score (pes) 7/10 Take out place service ok Coffee good Shop nice Price good,Price and Value,,False,0.3864018,0.22311744,0.39048076,POSITIVE,0.0040789545
HYGGE COFFEE 2,5,coffee,"11/10 overall a must try coffee shop jud , recommended foods and drinks super ka budget friendly plus the quality thumbs up jud red_heart",Price and Value,,False,0.3918888,0.22216219,0.385949,NEGATIVE,0.0059398115
Black Scoop Cafe Matina,5,coffee,Good vibes everywhere: from the staff to the food to the place itself.,Product Quality,,False,0.401154,0.20397523,0.39487076,NEGATIVE,0.0062832534
Kapeweñoz V. Mapa,5,coffee,Great coffee specially the LecheFlan Cheese Cake the best!,Product Quality,,False,0.38657323,0.22820851,0.3852183,NEGATIVE,0.0013549328
Gulf Coast Coffee and Co.,5,coffee,affordable and the coffee looks good,Product Quality,,False,0.38874784,0.22631177,0.38494036,NEGATIVE,0.003807485
Cafe Demitasse,5,coffee,NICE PLACE MY FAVORITE PLACE heart_suit  GOOD FOOD THE CREW ARE FRIENDLY,Product Quality,,False,0.38768232,0.22158943,0.3907282,POSITIVE,0.0030458868
Better Beans Co. - Coffee Roaster (New Location),5,coffee,"One of the best coffee shops in town and definitely my go-to bean roaster for freshly roasted, premium-quality coffee.",Product Quality,,False,0.38966373,0.2245551,0.38578123,NEGATIVE,0.0038824975
The Coffee Spot & Lounge,5,coffee,A must visit place for coffee lovers  blue_heart  Unlike other coffee shops in Calinan were latte & capucinno tasted the same.,Product Quality,,False,0.38939494,0.22718492,0.38342017,NEGATIVE,0.0059747696
The Coffee Bar at GMall of Davao,5,coffee,The ambience is really great and so is the food,Product Quality,,False,0.39092326,0.22096778,0.38810903,NEGATIVE,0.0028142333
Out of Boredom,5,matcha,"The matcha has a smooth, consistent texture with a well-balanced umami flavor and a rich, authentic …",Product Quality,,False,0.3853812,0.22819978,0.38641906,POSITIVE,0.0010378659
The Limestone Brew,5,coffee,A high end coffee and diner in the  red_heart  of Samal with WiFi,Product Quality,,False,0.38812304,0.22864333,0.38323364,NEGATIVE,0.004889399
KISOM Atelier,5,matcha,"The interior, aesthetic, and quality of matcha is exceptional.",Product Quality,,False,0.38910523,0.2215838,0.38931096,POSITIVE,0.00020572543
PICKUP COFFEE - Oroderm City,5,coffee,A place that truly turns simple coffee moments into unforgettable memories,Product Quality,,False,0.38637227,0.22546919,0.38815856,POSITIVE,0.0017862916
Whisk Davao Matcha,5,matcha,Loved the place & the matcha latte is 10/10!!,Product Quality,,False,0.3922582,0.22084028,0.3869015,NEGATIVE,0.005356699
Haron's Cafe,4,coffee,Great coffee Delicious fresh rolls Interesting take on a full English breakfast,Product Quality,,False,0.3876245,0.23046364,0.3819119,NEGATIVE,0.0057125986
Bean Xpress Matina Branch,5,coffee,"All together make a smooth and tasty coffee, perfect base also for a good cappuccino.",Product Quality,,False,0.3902435,0.22279458,0.38696194,NEGATIVE,0.0032815635
Purge Coffee Roaster,5,coffee,Very good specialty coffee that uses freshly roasted beans and farm fresh milk.,Product Quality,,False,0.38437715,0.23297538,0.38264742,NEGATIVE,0.0017297268
Whisk Davao Matcha,5,matcha,Loved the matcha and the creamy seta alfredo Ms. Angel was very accommodating and made the experience even better.,Product Quality,,False,0.38850784,0.22720864,0.38428348,NEGATIVE,0.00422436
Court Side Café,5,coffee,A small air conditioned coffee place with a quiet atmosphere next to Bankerohan and on top the Badminton center.,Product Quality,,False,0.39229882,0.22164595,0.38605523,NEGATIVE,0.0062435865
Happy Valley Cafe Davao,5,coffee,"Very cozy and the focus is not just on aesthetics, the food and drinks are also legit delicious  hundred_points",Product Quality,,False,0.38803118,0.2245354,0.3874334,NEGATIVE,0.000597775
The Matcha Tokyo - Azuela High Street,5,matcha,Favorite matcha drink and pastry,Product Quality,,False,0.38624606,0.22985311,0.3839008,NEGATIVE,0.002345264
Barok Cafe and Resto,2,coffee,"Barok Café & Resto is a mix of coffee shop, restaurant and events place.",Product Quality,,False,0.3926976,0.22114016,0.38616228,NEGATIVE,0.0065353215
Isem Cafe,5,coffee,the coffee was fantastic and perfect for coffee lovers exploring new options in the city.,Product Quality,,False,0.39085647,0.2224626,0.38668096,NEGATIVE,0.004175514
Coffee Project Mintal,5,coffee,"You can tell that the baristas take great care in crafting each cup of coffee, ensuring that every customer is satisfied with their drink.",Product Quality,,False,0.39166808,0.22203109,0.3863009,NEGATIVE,0.0053671896
Coffeefolks Cafe,5,coffee,A cozy place to chill and the staff are very friendly and passionate about their coffee,Product Quality,,False,0.39353693,0.21947579,0.38698727,NEGATIVE,0.0065496564
Green Coffee - Marfori,5,coffee,Green coffee is 10 times more delicious than Boss Coffee.,Product Quality,,False,0.3866077,0.22812702,0.3852653,NEGATIVE,0.0013424158
Fourth Street Cafe,4,coffee,"A coffee shop with a unique coffee and clean interior, featured in trending Facebook and Instagram photos.",Product Quality,,False,0.39148057,0.21826573,0.3902537,NEGATIVE,0.0012268722
Habitat Coffee - Tionko Branch,5,coffee,"in a coffee scene that is super saturated na, this cafe has its own vibe and taste that sets it apart from the others.",Product Quality,,False,0.38437504,0.23283283,0.3827921,NEGATIVE,0.0015829504
Spilled Coffee,5,matcha,baristas are kind enough to tailor it to your taste and the beans they use smell so good?!,Product Quality,,False,0.38630122,0.23273772,0.38096103,NEGATIVE,0.0053401887
Whisk Davao Matcha,4,matcha,Tried their Whisk Hibiscus Matcha and loved it!,Product Quality,,False,0.38892388,0.22863688,0.3824393,NEGATIVE,0.006484598
Coffee Project Mintal,5,coffee,The abundance of natural light and greenery creates a peaceful and calming environment that's perfect for enjoying a cup of coffee or working on your laptop.,Product Quality,,False,0.38351697,0.23158398,0.38489908,POSITIVE,0.0013821125
BRGR Alley Café,5,coffee,Exelent verry friendly and good staff and good food,Product Quality,,False,0.3911385,0.21901548,0.38984603,NEGATIVE,0.0012924671
Vanitea Cafe,5,coffee,Keep making excellent pastries and coffee!,Product Quality,,False,0.39511368,0.21593903,0.38894725,NEGATIVE,0.0061664283
Sipscape Cafe,5,coffee,Sipscape Cafe is an awesome environment with amazing beverages and food!,Product Quality,,False,0.3890143,0.22334577,0.38763988,NEGATIVE,0.0013744235
Beyond Beans & Co,5,matcha,Tried the dirty matcha and matcha strawberry and the oat barley is really giving!,Product Quality,,False,0.384355,0.23366925,0.38197577,NEGATIVE,0.0023792386
The Matcha Tokyo - Azuela High Street,5,matcha,Very nice cafe ambiance and yummy matcha!!,Product Quality,,False,0.39539942,0.2092669,0.3953337,NEGATIVE,6.571412e-05
Seattle's Best Coffee,4,coffee,The new place is absolutely a pretty go to place for the coffee lovers.,Product Quality,,False,0.39314982,0.2186601,0.38819003,NEGATIVE,0.004959792
BRGR Alley Café,5,coffee,Delicious food,Product Quality,,False,0.381218,0.2389889,0.37979314,NEGATIVE,0.001424849
MYLK Cafe,5,matcha,Probably one of the best coffee in Marfori!,Product Quality,,False,0.39086562,0.22173594,0.3873984,NEGATIVE,0.003467232
Espresso Lab Cafe Davao,5,coffee,The perfect ambiance to enjoy your peace and coffee.,Product Quality,,False,0.39327952,0.21656759,0.39015296,NEGATIVE,0.0031265616
Coffee By The Way,5,coffee,"Coffee By The Way is not just a coffee shop; it's a serene escape into nature, offering an unparalleled coffee experience that seamlessly blends quality brews with a refreshing natural ambiance.",Product Quality,,False,0.3920023,0.22081162,0.38718614,NEGATIVE,0.0048161745
Koffiepauze,5,matcha,The white and wood themed interior makes it a great place to hang out and have coffee.,Product Quality,,False,0.39063308,0.2232364,0.38613048,NEGATIVE,0.0045025945
Whisk Davao Matcha,5,matcha,"white chocolate matcha is good and the cheesecake as well, every accommodating din tung staff sila Russel and Sam.",Product Quality,,False,0.38662773,0.23005667,0.3833156,NEGATIVE,0.0033121407
Whisk Davao Matcha,5,matcha,The owner is so kind and the matcha is delicious  face_savoring_food  …,Product Quality,,False,0.39166278,0.22280754,0.38552973,NEGATIVE,0.0061330497
Apo Cafe,5,coffee,Great and accessible Halal cafe with prayer room situated in a very student-heavy location so best for studious college students who want to review while snacking on good food and drinks,Product Quality,,False,0.38599256,0.22868043,0.38532707,NEGATIVE,0.00066548586
KISOM Atelier,5,matcha,A very cozy place to chill and have matcha,Product Quality,,False,0.39058697,0.22539619,0.38401684,NEGATIVE,0.0065701306
Craft Coffee & Roastery,5,coffee,Indulge in the irresistible aroma and taste of their brewed coffee.,Product Quality,,False,0.3840896,0.23188291,0.3840275,NEGATIVE,6.207824e-05
Paramount Coffee - Twin Palms,5,coffee,Paramount Coffee Twinpalm has such a cozy and inviting atmosphere!,Product Quality,,False,0.3906144,0.21899651,0.3903891,NEGATIVE,0.00022527575
Whisk Davao Matcha,5,matcha,"The Signature Cacao was amazing, you can really taste the …",Product Quality,,False,0.39451742,0.21594818,0.38953435,NEGATIVE,0.0049830675
Matcha Bar - Marfori,5,matcha,Matcha Bar offers a vibrant and welcoming ambiance that creates a truly enjoyable café experience.,Product Quality,,False,0.38557106,0.2258309,0.38859802,POSITIVE,0.0030269623
Espresso Lab Cafe Davao,5,coffee,Excellent taste of coffee and pastries,Product Quality,,False,0.38622156,0.22908458,0.3846938,NEGATIVE,0.0015277565
Hid'n Coffee,2,coffee,1 tending to the coffee and 2 tending to the food.,Product Quality,,False,0.3885826,0.22798401,0.3834335,NEGATIVE,0.0051490963
The Bloom Coffee & Start-Up Space,5,coffee,"5/5, 100/100, perfect coffee shop.",Product Quality,,False,0.40353787,0.19902077,0.39744136,NEGATIVE,0.006096512
Brew and Cinnamon Cafe,4,coffee,"This cafe shop offers a warm, inviting ambiance, exceptional coffee, and friendly service that make it a must visit spot.",Product Quality,,False,0.40167782,0.20286807,0.3954541,NEGATIVE,0.0062237084
Darkk Coffee Co.,5,coffee,Dark coffee is a must try for coffee enthisiasts like me.,Product Quality,,False,0.38935754,0.22679962,0.3838428,NEGATIVE,0.005514741
Good One Cafe and Yogurt,5,coffee,very aesthetic and loved the yogurt and drinks,Product Quality,,False,0.3822449,0.23351404,0.38424104,POSITIVE,0.0019961298
TALA Cafe,5,coffee,"Honey vibe, good food and coffee",Product Quality,,False,0.3901035,0.21948202,0.39041457,POSITIVE,0.00031107664
Blnko Street Cafe,5,coffee,"From expertly crafted coffee to refreshing non-coffee beverages, every drink is thoughtfully prepared with quality and consistency in mind.",Product Quality,,False,0.39020607,0.22548647,0.3843075,NEGATIVE,0.005898565
Brew and Cinnamon Cafe,5,coffee,My girlfriend and I visit this café several times every month because it's one of our favorite places to relax and enjoy great food together.,Product Quality,,False,0.3913651,0.22300424,0.3856307,NEGATIVE,0.005734414
Paramount Coffee Crocodile Park Davao,5,coffee,Best local coffee dria sa davao  pink_heart,Product Quality,,False,0.39078236,0.22499731,0.3842204,NEGATIVE,0.0065619648
The Matcha Tokyo - Azuela High Street,4,matcha,"The flavor was rich, earthy, and noticeably more authentic than the average café matcha latte, with a pleasant umami depth and just the right level of sweetness.",Product Quality,,False,0.3928887,0.2189022,0.38820913,NEGATIVE,0.0046795607
Green Bread - Matina,5,coffee,Very aesthetic place good service and the staff so friendly and especially to the chef lami mag luto kudos to all balik balik kami <3,Product Quality,,False,0.39024803,0.22314885,0.38660306,NEGATIVE,0.003644973
The Matcha Tokyo - SM Davao,3,matcha,I love the Matcha drinks and soft serve ice cream.,Product Quality,,False,0.38902837,0.22797668,0.3829949,NEGATIVE,0.00603348
Kingdom Cafe & Bistro,5,coffee,"Overall, Kingdom Cafe and Bistro is a hidden gem that provides an exceptional coffee shop experience.",Product Quality,,False,0.38741323,0.22430348,0.3882833,POSITIVE,0.0008700788
Knto Cinco - Puan Branch,5,coffee,Coffee is good too maple_leaf,Product Quality,,False,0.38761082,0.23100585,0.3813833,NEGATIVE,0.006227523
Cafe Demitasse,4,coffee,Their coffee's distinct flavor and taste is what I truly love and sets them apart from the rest.,Product Quality,,False,0.38726974,0.22884242,0.3838879,NEGATIVE,0.0033818483
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"First, the coffee is so good, my friends and I would rate it a 9/10.",Product Quality,,False,0.39204055,0.220291,0.3876684,NEGATIVE,0.0043721497
The Matcha Tokyo - Azuela High Street,5,matcha,update: the hot matcha latte is so good with the latte art.,Product Quality,,False,0.38908508,0.22458805,0.3863269,NEGATIVE,0.0027581751
Starbucks - SM Lanang,4,coffee,Excellent location cleverly situated in the second floor of the mall giving you a good view of all the shops and people traffic activity.,Store Operations and Accessibility,,False,0.38658056,0.22657481,0.3868447,POSITIVE,0.00026413798
Paramount Coffee - Twin Palms,4,coffee,"Unavoidably along the road right beside Twin Palms Residences, your eyes will revert to the two floors of space and sufficient parking lot.",Store Operations and Accessibility,,False,0.38707024,0.22843476,0.38449502,NEGATIVE,0.0025752187
Starbucks - Matina IT Park,5,coffee,Spacious and Accessible,Store Operations and Accessibility,,False,0.389734,0.22563908,0.38462695,NEGATIVE,0.005107045
Starbucks - SM Lanang,5,coffee,Coffee and pastries is on one good location,Store Operations and Accessibility,,False,0.38377625,0.23217635,0.3840474,POSITIVE,0.00027114153
Haron's Cafe,5,coffee,The most beautiful coffee shop in Dafawa city... open 24 hours,Store Operations and Accessibility,,False,0.38832244,0.22678693,0.38489065,NEGATIVE,0.003431797
Habitat Coffee - Tionko Branch,4,coffee,Small cafe with an open-air space and an additional nicely-decorated second floor.,Store Operations and Accessibility,,False,0.39227465,0.22174832,0.38597703,NEGATIVE,0.006297618
Apo Cafe,5,coffee,Great and accessible Halal cafe with prayer room situated in a very student-heavy location so best for studious college students who want to review while snacking on good food and drinks,Store Operations and Accessibility,,False,0.38689622,0.22837374,0.38473004,NEGATIVE,0.0021661818
ems Cafe and Resto,3,coffee,Strategic area with many establishments nearby and shared parking space too.,Store Operations and Accessibility,,False,0.3932151,0.21924676,0.3875381,NEGATIVE,0.005676985
STASH Coffee Co.,5,coffee,The place is located on the second floor of TBT building with a good amount of parking space.,Store Operations and Accessibility,,False,0.39181715,0.22252643,0.38565633,NEGATIVE,0.0061608255
Seattle's Best Coffee,4,coffee,"The place has a bigger area inside the coffeeshop and the parking, comfortable seats.",Store Operations and Accessibility,,False,0.3900657,0.22618532,0.38374892,NEGATIVE,0.006316781
Aloha Kakou Neighborhood Cafe,4,coffee,"It offers a spacious parking area and a cozy, beautifully designed space.",Store Operations and Accessibility,,False,0.39388415,0.2138273,0.3922886,NEGATIVE,0.0015955567
Dear Joe Frontera,5,coffee,Naa pod plants which make the atmosphere feel like you are in a jungle or close to nature.,Store Operations and Accessibility,,False,0.38827744,0.22815703,0.3835656,NEGATIVE,0.0047118366
Coffee For Peace at One Oasis,5,coffee,Close to appartelle oasis,Store Operations and Accessibility,,False,0.39216673,0.22208543,0.3857478,NEGATIVE,0.0064189434
Green Coffee - Diversion,5,coffee,Original Green Coffee was in Torres Sts it has also good location.,Store Operations and Accessibility,,False,0.3896049,0.2232519,0.38714316,NEGATIVE,0.0024617314
Black Scoop Cafe Matina,4,coffee,It has a highly visible location and a dedicated parking area.,Store Operations and Accessibility,,False,0.39416906,0.21690935,0.38892162,NEGATIVE,0.005247444
The Crazy Bite Co. Sky Cafe,4,coffee,"Mostly, what is wow is view and location of the place.",Store Operations and Accessibility,,False,0.39000857,0.22336838,0.38662302,NEGATIVE,0.0033855438
STASH Coffee Co.,5,coffee,Stash has good parking space and tidy comfort room.,Store Operations and Accessibility,,False,0.3920496,0.22086298,0.38708737,NEGATIVE,0.0049622357
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,"the location is delightful wherein you can have mountain view, delicious food and hot coffee.",Store Operations and Accessibility,,False,0.3940285,0.21767217,0.38829923,NEGATIVE,0.005729288
Glasshouse Coffee,5,coffee,The location is a reminder of how green spaces make things even better.,Store Operations and Accessibility,,False,0.39013746,0.22280575,0.3870568,NEGATIVE,0.003080666
One Corner Coffee Lifestyle and Beyond,5,coffee,I LOVE THE AMBIANCE <3,Ambiance and Atmosphere,,False,0.38840142,0.22319658,0.38840204,POSITIVE,6.2584877e-07
Coffeecat,5,coffee,Love the ambiance and food!,Ambiance and Atmosphere,,False,0.3997164,0.20056337,0.39972028,POSITIVE,3.874302e-06
Fourth Street Cafe,5,coffee,"Minimalist, great ambiance and fast service!",Ambiance and Atmosphere,,False,0.41052973,0.17894706,0.4105232,NEGATIVE,6.5267086e-06
Paramount Coffee Crocodile Park Davao,5,coffee,Ambiance is so nice and relaxing.,Ambiance and Atmosphere,,False,0.39037496,0.2192742,0.39035085,NEGATIVE,2.4110079e-05
STASH Coffee Co.,4,coffee,"Delicious coffee, chill vibes.",Ambiance and Atmosphere,,False,0.39960518,0.20076081,0.39963397,POSITIVE,2.8789043e-05
Lara Mia Café & Bistro,5,coffee,Love the ambiance too!,Ambiance and Atmosphere,,False,0.40076905,0.19851573,0.40071517,NEGATIVE,5.38826e-05
Glasshouse Coffee,5,coffee,The wooden interiors give off a calming vibe.,Ambiance and Atmosphere,,False,0.39419466,0.21168117,0.39412415,NEGATIVE,7.0512295e-05
olo. Coffee And Concepts,5,coffee,I really like the ambiance and all.,Ambiance and Atmosphere,,False,0.39401716,0.21203947,0.39394337,NEGATIVE,7.379055e-05
Glasshouse Coffee,4,coffee,Quiet and elegant,Ambiance and Atmosphere,,False,0.38813788,0.22380193,0.38806018,NEGATIVE,7.7694654e-05
Humble Table,5,coffee,"The café itself has a cozy vibe, making it a great spot to relax and enjoy a delicious drink.",Ambiance and Atmosphere,,False,0.39391592,0.2122537,0.39383042,NEGATIVE,8.550286e-05
Lara Mia Café & Bistro,5,coffee,An aswome restaurant with great food and delightful atmosphere  OK_hand,Ambiance and Atmosphere,,False,0.3884221,0.2230572,0.38852066,POSITIVE,9.855628e-05
Kiks Davao,3,coffee,The rich and bold flavors of the coffee really hit the spot.,Product Quality,,False,0.3871834,0.22552967,0.38728693,POSITIVE,0.00010353327
PICKUP COFFEE - Oroderm City,5,coffee,The place has such a calm and cozy vibe — definitely a café we'll always keep coming back to.,Ambiance and Atmosphere,,False,0.3960942,0.20791557,0.3959902,NEGATIVE,0.000104010105
Chatime - SM Ecoland Davao,3,coffee,Typical chatime drinks small and fast for your cold milk tea,Product Quality,,False,0.38276675,0.23435976,0.38287348,POSITIVE,0.00010672212
MYLK Cafe,5,matcha,Space was small but very homey like ambiance,Ambiance and Atmosphere,,False,0.39267507,0.21454151,0.39278346,POSITIVE,0.00010839105
MYLK Cafe,5,matcha,Space was small but very homey like ambiance,Ambiance and Atmosphere,,False,0.39267507,0.21454151,0.39278346,POSITIVE,0.00010839105
The Coffee Bar at GMall of Davao,5,coffee,Everything is good from ambiance-food-staff.,Ambiance and Atmosphere,,False,0.39251792,0.21485078,0.39263135,POSITIVE,0.00011342764
Kove,3,coffee,"Sure, it looked neat and added to the overall aesthetic.",Ambiance and Atmosphere,,False,0.3970741,0.2057354,0.3971905,POSITIVE,0.00011640787
Humble Table,4,coffee,I really like the vibe of this place.,Ambiance and Atmosphere,,False,0.3955424,0.20903566,0.39542192,NEGATIVE,0.00012049079
Indahouse Cafe,5,coffee,Well-made furniture and an atmosphere that's calm but not stiff.,Ambiance and Atmosphere,,False,0.3921866,0.2157483,0.39206514,NEGATIVE,0.000121474266
Pastry Street Pie & Café,5,coffee,pushpin The ambience is very homey  pushpin They had a taste of curated music playlist that sets that comforting vibe.,Ambiance and Atmosphere,,False,0.3868678,0.22638957,0.38674268,NEGATIVE,0.00012511015
Cafe Demitasse,4,coffee,Place has Denny's resto kind of ambiance.,Ambiance and Atmosphere,,False,0.392413,0.21503742,0.39254954,POSITIVE,0.00013655424
Matcha Loco,1,matcha,"Not aesthetically pleasing sa personal, untidy and noisy.",Ambiance and Atmosphere,,True,0.39192325,0.21601354,0.39206317,POSITIVE,0.0001399219
Steep Kohi,5,coffee,Ordered Matcha Volume 1 enjoyed the drink has a very bold matcha flavor with very slight sweetness.,Product Quality,,False,0.383384,0.23308933,0.38352665,POSITIVE,0.00014266372
Café de Vivré,5,coffee,The ambiance of the place is also really nice.,Ambiance and Atmosphere,,False,0.39612255,0.20761018,0.39626724,POSITIVE,0.00014469028
ROOFTOP Café Bar,5,coffee,"I love the vibe, the food and drinks are great",Ambiance and Atmosphere,,False,0.39462316,0.21060371,0.3947732,POSITIVE,0.00015002489
Knto Cinco - Puan Branch,5,coffee,The sweetness is just right to your palate and is best paired with coffee.,Product Quality,,False,0.3858964,0.22836794,0.3857356,NEGATIVE,0.00016081333
Door 3 Cafe,5,coffee,me and my gf loved the atmosphere so much!,Ambiance and Atmosphere,,False,0.3924709,0.2148968,0.39263222,POSITIVE,0.00016131997
Cafe Basilico,5,coffee,"From the moment we walked in, we felt right at home in the warm, inviting atmosphere.",Ambiance and Atmosphere,,False,0.40003192,0.19976984,0.40019828,POSITIVE,0.00016635656
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,Great ambiance and great food,Ambiance and Atmosphere,,False,0.39420003,0.21176991,0.39403012,NEGATIVE,0.00016990304
Purge Coffee Roaster,4,coffee,It also has a feel good cozy vibe.,Ambiance and Atmosphere,,False,0.39112893,0.21792096,0.39095008,NEGATIVE,0.00017884374
Starbucks - Matina IT Park,4,coffee,Coffee is great and the vibe of the place nice.,Ambiance and Atmosphere,,False,0.3972933,0.2052337,0.39747304,POSITIVE,0.0001797378
Coffeecat,4,coffee,Coffee taste good and cream brulee just suits their coffee,Product Quality,,False,0.38407737,0.23204406,0.38387856,NEGATIVE,0.00019881129
Starbucks Damosa IT Park Drive-Thru,4,coffee,Coffee and ambiance is always great.,Ambiance and Atmosphere,,False,0.39594212,0.20831543,0.39574248,NEGATIVE,0.00019964576
TALA Cafe,5,coffee," star  star  star  star  star  Absolutely fantastic coffee!If you are a true coffee lover, you need to visit this place.",Product Quality,,False,0.39054412,0.2191162,0.39033967,NEGATIVE,0.00020444393
Vibes Cafe,1,coffee,Saba kay ga dungan ang music ug ang saba sa mga tao.,Ambiance and Atmosphere,,True,0.385384,0.22944443,0.38517153,NEGATIVE,0.00021246076
Solace - Coffee Club,5,coffee,One of the best spot to chill and dine here in Toril!,Ambiance and Atmosphere,,False,0.38970074,0.22081283,0.38948643,NEGATIVE,0.0002143085
The Secret Garden Cafe,5,coffee,The place itself has a really cozy atmosphere - filled with antiques and plants.,Ambiance and Atmosphere,,False,0.39620957,0.20736535,0.3964251,POSITIVE,0.0002155304
Outlook,4,coffee,"The atmosphere transforms with the evening lights, creating a cozy and inviting setting perfect for a memorable dining experience.",Ambiance and Atmosphere,,False,0.39043579,0.2193556,0.39020863,NEGATIVE,0.0002271533
Green Coffee - Ecoland,5,coffee,"cold, quiet, and clean green coffee location.",Ambiance and Atmosphere,,False,0.4211584,0.1574558,0.4213858,POSITIVE,0.00022739172
Binnamon Cafe,5,matcha,1000000/10 for Matcha and Aglio Olio,Product Quality,,False,0.38294026,0.23434934,0.38271043,NEGATIVE,0.00022983551
Solace - Coffee Club,5,coffee,Ambiance is relaxing and their Coffee and Pasta is great!,Ambiance and Atmosphere,,False,0.3944209,0.2113887,0.39419046,NEGATIVE,0.00023043156
Glasshouse Coffee,5,coffee,That itself would say the quality of coffee bean they use... And the Ambience  hundred_points  natural... Best Part is the Bamboo Straws...,Product Quality,,False,0.3844586,0.23084494,0.38469642,POSITIVE,0.00023782253
Annipie @ The Farm,5,coffee,As always the cinnamon amd their food is good,Product Quality,,False,0.38323298,0.23329167,0.38347536,POSITIVE,0.00024238229
BRGR Alley Café,5,coffee,The place is nice and aesthetic.,Ambiance and Atmosphere,,False,0.4023205,0.19560266,0.40207687,NEGATIVE,0.00024363399
The Crazy Bite Co. Sky Cafe,5,coffee,The food and the ambiance is great!,Ambiance and Atmosphere,,False,0.39997998,0.19979146,0.40022856,POSITIVE,0.00024858117
Coffee Project Mintal,4,coffee,Aesthetics is best ive seen for a coffee shop.,Product Quality,,False,0.3853952,0.22947358,0.38513127,NEGATIVE,0.00026392937
Aesthetic Beans,2,coffee,Puro aesthetic pero murag sauna ang kainit sa sulod!,Ambiance and Atmosphere,,True,0.38995442,0.22035685,0.38968873,NEGATIVE,0.0002656877
BRGR Alley Café,5,coffee,"The ambiance is really nice and cozy, making it a perfect place to relax and enjoy your meal.",Ambiance and Atmosphere,,False,0.3956981,0.20887442,0.3954275,NEGATIVE,0.0002706051
Humble Table,5,coffee,Plus points to the aesthetic  smiling_face_with_hearts,Ambiance and Atmosphere,,False,0.3864634,0.22734421,0.38619238,NEGATIVE,0.00027102232
Beholden Coffee Experience - CM Recto,5,coffee,"Ambiance is amazing, coffee experience really is unique.",Ambiance and Atmosphere,,False,0.39421034,0.2113081,0.39448154,POSITIVE,0.00027120113
Annipie Airport View,5,coffee,I like the pistachio milk and also nice ambiance.,Ambiance and Atmosphere,,False,0.3911274,0.21803166,0.39084092,NEGATIVE,0.00028648973
Haron's Cafe,5,coffee,The ambiance is relaxing.,Ambiance and Atmosphere,,False,0.3989782,0.20175554,0.3992663,POSITIVE,0.00028809905
The Coffee Bar at GMall of Davao,5,coffee,"Coffee Bar Café is a cozy and welcoming spot with rich, flavorful coffee and tasty treats that perfectly complement every cup.",Product Quality,,False,0.38826752,0.22376272,0.38796982,NEGATIVE,0.0002976954
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,Love the aesthetic place and always to go coffee heart_hands_light_skin_tone  heart_hands_light_skin_tone  heart_hands_light_skin_tone,Product Quality,,False,0.3857183,0.22826564,0.38601604,POSITIVE,0.000297755
Annipie Airport View,5,coffee,The ambiance is so good and the food and pastries is very delicious.,Ambiance and Atmosphere,,False,0.39404273,0.21161076,0.39434645,POSITIVE,0.00030371547
