place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Habitat Coffee - Tulip Branch,4,coffee,"It is a bit pricey and the portions are small for the price, but the drinks are high quality and the place has a lot of Instagram-worthy angles, so if you're into cafés with a good vibe and a productive atmosphere, this one's worth checking out.",Price and Value,,False
Lara Mia Café & Bistro,5,coffee,Exquisitely sumptuous food,Product Quality,,False
Green Coffee - Ecoland,5,coffee,"cold, quiet, and clean green coffee location.",Ambiance and Atmosphere,,False
Whisk Davao Matcha,5,matcha,The Doctor Barista is highly recommended as well.,Customer Service,,False
Matcha Bar - Marfori,3,matcha,"Cool vibe, but the drinks were just average.",Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,Very aesthetic ng place and goods for taking selfies.,Ambiance and Atmosphere,,False
Starbucks - SM Lanang,4,coffee,"The atmosphere dramatically improves in the evening, offering a much nicer, cooler, and more relaxing environment.",Ambiance and Atmosphere,,False
TALA Cafe,5,coffee,You can really taste the quality of the beans in every single sip.,Product Quality,,False
Cafe Demitasse,5,coffee,I think it's worth the price.,Price and Value,,False
Baristro DVO,3,matcha,"I appreciate that the barista let me know that their matcha is bitter when I ordered their latte but that also means they already know they need to improve, here's to hoping they're already working on it.",Customer Service,,False
Cafe Julieta,3,coffee,Service was slow and food was inedible.,Customer Service,,False
Urban Grind,5,coffee,"My cappuccino taste buds say, ""this is it, im definitely home again. """,Product Quality,,False
Dear Joe Frontera,5,coffee,I love the coffee sua da and the cakes are delicious its a little bit pricey compared to other cafes but its worth the price.,Price and Value,,False
Starbucks,5,coffee,"My experience was amazing, specially with female barista Kenn, I really commend her service.",Customer Service,,False
We Got Cha! - Mintal,1,coffee,Uncleanliness - the pillow has ketchup stains and the table is sticky +++some staff are sleeping in the dining area.,Customer Service,,False
DUNKIN’ Catalunan Grande,5,coffee,Very friendly staff.,Customer Service,,False
BRGR Alley Café,5,coffee,delicious food,Product Quality,,False
Fika Cafe - Lapu-Lapu,3,coffee,"Overall, the food is good, but I hope these areas, especially staff behavior, table maintenance, and payment flexibility can be improved to enhance the customer experience.",Customer Service,,False
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,"I always go to the coffee shop in Toril, the food is delicious and it's not crowded.",Product Quality,,False
STASH Coffee Co.,5,coffee,The coffee was bold and smooth and overall very refreshing.,Product Quality,,False
Paramount Coffee Crocodile Park Davao,5,coffee,away from noisy coffee shops.,Ambiance and Atmosphere,,False
The Matcha Tokyo - SM Davao,5,matcha,Nice service,Customer Service,,False
Cafe Lujo Bakes and Brews,5,coffee,Just needs a decent parking space.,Facilities and Amenities,,False
Koffiepauze,5,matcha,Friendly crew.,Customer Service,,False
Whisk Davao Matcha,5,matcha,"Food, service, and ambience are all good.",Product Quality,,False
Green Bread - Matina,4,coffee,"Since your cafe is open 24/7, she was able to go work.",Facilities and Amenities,,False
Kapeweñoz V. Mapa,5,coffee,A hole in the wall coffee place with excellent and affordable coffee.,Product Quality,,False
Coffeecat,4,coffee,"Also, we asked for a cellophane or any container for the food para itake home nalang cause we didnt finish it pero they didnt have one.",Product Quality,,False
Just Coffee & Sip,5,coffee,11/10 JCS Spanish Latte  ON!_arrow  TOP_arrow  smiling_face_with_hearts,Product Quality,,False
Kapenato,4,coffee,"- great ambiance - limited wifi (2 hr voucher) their matcha is okay, not too bitter.",Ambiance and Atmosphere,,False
RnK’s Garage Cafe,5,coffee,"Nice place to hang out, not too noisy.",Ambiance and Atmosphere,,False
Better Beans Co. - Coffee Roaster (New Location),5,coffee,"The parking area is shared among the establishments in the area, and the slots are narrow.",Store Operations and Accessibility,,False
Starbucks - SM Lanang,4,coffee,Not a quiet place to chill and drink coffee.,Ambiance and Atmosphere,,False
Barok Cafe & Resto,2,coffee,The food and service are also ok.,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,They also had a bit of a free taste of their carbonated fruit drink that was made of local fruits which was very good.,Product Quality,,False
Starblack Cafe Bankerohan,5,coffee,Staff were friendly and my coffee came quick.,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,4,coffee,lots of food choices.,Product Quality,,False
Knto Cinco - Puan Branch,3,coffee,"However, the staff came across as somewhat too nonchalant, which at times felt slightly unwelcoming.",Customer Service,,False
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,The drinks were excellent.,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"Also, the place is conducive for studying, they have WIFI as well and you get what you pay for the food.",Facilities and Amenities,,False
Space-Arabica,5,coffee,Each food item seems good for one person.,Product Quality,,False
Café Joa,1,coffee,"We asked if we could stay to finish, since the delays were their fault and staff were still cleaning.",Customer Service,,False
Café Joa,2,coffee,Staff didn't seem to care about the customers wanting quiet and peace.,Ambiance and Atmosphere,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"Make sure to try their Sourdough Croissant, Basque Burnt Cheesecake, and Coffee Kouign-Amann.",Product Quality,,False
Starbucks - SM City Davao,3,coffee,This is a busy outlet and there is only 1 counter for billing most of the times that increases the wait time.,Facilities and Amenities,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,Food prices are also affordable.,Product Quality,,False
"The Coffee Bar, Gaisano Mall of Toril",1,coffee,40mins for food is not OK but we waited.,Product Quality,,False
Happy Valley Cafe Davao,5,coffee,Pasta is al dente and the serving size is generous for the price.,Price and Value,,False
The Matcha Tokyo - SM Davao,5,matcha,"Food, Service, & the atmosphere are great!",Product Quality,,False
Green Coffee - Marfori,2,coffee,Only the atmosphere is good here.,Ambiance and Atmosphere,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,Highly recommended for great coffee day and workplace too if you need strong wifi and cool environment.,Facilities and Amenities,,False
Starbucks - SM City Davao,5,coffee,"However it is always crowded I understand that there are lots of people who go to these place to take advantage of their free wifi, so be prepared to wait for a little while before you get a seat open.",Store Operations and Accessibility,,False
Café de Vivré,4,coffee,It's not crowded during the time we visited.,Ambiance and Atmosphere,,False
Green Coffee - Diversion,1,coffee,"I like the place, some drinks too - I just don't like this particular barista.",Customer Service,,False
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,"On the plus side, the strong coffee aroma wafting through the café was therapeutic and comforting (especially if you love coffee as much as I do).",Product Quality,,False
Urban Grind,4,coffee,"It's a new name, so idk how it should taste like.",Product Quality,,False
Kapeweñoz Dacudao,5,coffee,"I've tried so many coffees in so many different coffee shops in the Philippines, but this coffee shop serves the best.",Product Quality,,False
Glasshouse Coffee,4,coffee,A nice place to work or study.,Facilities and Amenities,,False
HYGGE COFFEE 2,5,coffee,"The vibes are super chill, and the staff is really nice and easy to chat with.",Ambiance and Atmosphere,,False
Cafe Demitasse,4,coffee,Good food and service.,Product Quality,,False
The Secret Garden Cafe,5,coffee,Their drinks are to die for absolutely amazing and one of the highlights of the experience.,Product Quality,,False
Hid'n Coffee,5,coffee,Good food and drinks.,Product Quality,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,"It is spacious, a lot of seats and tables, perfect to chill in a busy day.",Facilities and Amenities,,False
Outlook,5,coffee,"Their secret Spanish latte is delicious, the place is beautiful",Product Quality,,False
Café Racer Coffee,5,coffee,No wonder why people notices this coffee shop.,Product Quality,,False
Fourth Street Cafe,4,coffee,The food is good as it always have been.,Product Quality,,False
T'Brews Cafe,5,coffee,Intimate ambiance.,Ambiance and Atmosphere,,False
Happy Valley Cafe Davao,4,coffee,"Their food servings are huge, ""sulit"" for the price, and tasted good!",Product Quality,,False
Coffee By The Way,5,coffee,A must-do in this charming location is to get coffee in the morning.,Product Quality,,False
Dear Joe Frontera,4,coffee,diamond_suit  Hot Americano Tall - Php 165  diamond_suit  Hot Chocolate Tall - Php 180  diamond_suit  Iced Matcha Latte Grande - Php 215  diamond_suit  Tuna Melt Sandwich - Php 270,Product Quality,,False
Seattle's Best Coffee,3,coffee,"Has only 1 cashier resulting in a very long queue and long waiting for order(s) Lots of space, cold aircon, and clean comfort rooms.",Customer Service,,False
Steep Kohi,5,coffee,(Nice to also know that their sink used to be a bath tub used for dogs that they had to cut off since it used to ve bigger  grinning_face_with_sweat ) The atmosphere was very chill and would be a good place to catch up with a friend or two or just hang by yourself to study or read something.,Facilities and Amenities,,False
Fourth Street Cafe,4,coffee,Almost missed it cause it almost looked like a laundry place from the outside (maybe cause of the white facade).. but definitely some good novel coffee tastes.,Product Quality,,False
Espresso Lab Cafe Davao,4,coffee,I hope they can improve on their coffee strength and customer service.,Customer Service,,False
Annipie,5,coffee,"I feel comfortable,i do love the ambiance of this place and also they are accommodating.",Customer Service,,False
Starbucks SM Davao Expansion Wing,5,coffee,"A coffee, drink 8hrs",Product Quality,,False
PICKUP COFFEE - Gaisano Mall of Davao,5,coffee,This coffee is finally in Davao City.,Product Quality,,False
blank space coffee dvo,5,coffee,"Great place to tambay, i like their matcha.",Product Quality,,False
Coffee Project Mintal,1,coffee,"This spot might work for a quick coffee, but I wouldn't recommend it if you're looking for quality food.",Product Quality,,False
BRGR Alley Café,5,coffee,The ambiance was very nice and very ang hangin.,Ambiance and Atmosphere,,False
Fika Cafe - Lapu-Lapu,5,coffee,"Relaxing ambiance, wide parking.",Ambiance and Atmosphere,,False
Acacia Lane Coffee Shop,5,coffee,"The ambiance is cozy, the staff are warm and friendly, and they even have a car wash—so you can relax with a good meal or drink while waiting for your car to be cleaned.",Ambiance and Atmosphere,,False
REVEL by Confex,5,coffee,I love how if you sit at the tables near the windows you get ample amount of sunlight and i don't know why but it pairs so well with drinking coffee.For its price point it's honestly so affordable and worth it.,Price and Value,,False
Hygge Coffee,1,coffee,"the hot coffee is not hot, the taste feels like no coffee.",Product Quality,,False
BRGR Alley Café,5,coffee,"Nice place, very accommodating and most especially the food is very very good.",Customer Service,,False
Beholden Coffee Experience - CM Recto,5,coffee,Beholden has become a new Go-to coffee shop for me in Davao.,Product Quality,,False
The Matcha Tokyo - Azuela High Street,1,matcha,Matcha Frozen Latte.,Product Quality,,False
Haron's Cafe,5,coffee,Coffee was great.,Product Quality,,False
Coffee By The Way,1,coffee,They also need to maintain their fixtures as we can see mad dust on the chairs and decorations.,Facilities and Amenities,,False
IDK cafe PH,5,coffee,"Ever since this coffee spot moved into our neighborhood, we've been buying our daily coffee here na.",Product Quality,,False
Haron's Cafe,4,coffee,"Free wifi, and there are power points for you electronic device.",Facilities and Amenities,,False
Onse Kopi,1,matcha,We ordered the oat matcha and oat hojicha.,Product Quality,,False
Happy Valley Cafe Davao,5,coffee,Sometimes staff will deliver the food to your table.,Customer Service,,False
Paramount Coffee Crocodile Park Davao,5,coffee,A very open and nice place to catch up with friends.,Store Operations and Accessibility,,False
Juice Cubi Roxas Avenue,5,coffee,Drinks and foods here were awesome.,Product Quality,,False
Coffee Hub,5,coffee,Love the ambiance of the place and also the coffee.,Ambiance and Atmosphere,,False
ROOFTOP Café Bar,5,coffee,This place is good for chilling and relax and about the food is very good and super affordable and the staff is so approachable and this is my first time to dine-in this place so perfect to us with my bestfriend very good for food for the staff and the place are so good i love it.,Customer Service,,False
The Bloom Coffee & Start-Up Space,5,coffee,glowing_star  Very good coffee selections and the tastes are top notch.,Product Quality,,False
Cafe Demitasse,5,coffee,Staffs were friendly.,Customer Service,,False
Pedal Cafe Davao,5,coffee,"Whether you're seeking a quiet spot to work or a place to unwind with friends, Pedal Coffee Shop has got you covered.",Ambiance and Atmosphere,,False
Glasshouse Coffee,4,coffee,"The interior feels very laid back and chill, and you can defintly enjoy reading a book here since not a lot of people can fit inside the cafe.",Ambiance and Atmosphere,,False
Annipie Airport View,5,coffee,It's open from 7 am to 10 pm and offers delicious food with a variety of entrees.,Store Operations and Accessibility,,False
TALA Cafe,4,coffee,"Tala is more than just a coffee shop; The moment you step inside, you're greeted by a warm, inviting atmosphere that's instantly calming.",Ambiance and Atmosphere,,False
Coffee Maybe Davao,4,coffee,They offer gcash and their staff is nice when I ordered and I asked some things.,Customer Service,,False
Craft Coffee,5,coffee,"If you are from Mintal or neighboring barangays, consider Craft Coffee.",Product Quality,,False
Coffee Project Mintal,4,coffee,"Pro tip: The best time to visit is in the morning, when it's still quiet and relaxed.",Ambiance and Atmosphere,,False
Ristretto Cafe & Diner,5,coffee,Their food tasted good and the price is just on the right amount for its serving size.,Product Quality,,False
Green Coffee - Marfori,4,coffee,Every cake i tasted has yet to disappoint me.,Product Quality,,False
Seattle's Best Coffee,1,coffee,The coffee was extremely weak and overpriced.,Product Quality,,False
BRGR Alley Café,5,coffee,What stood out the most was the excellent customer service.,Customer Service,,False
BRGR Alley Café,5,coffee,The food was amazing and a lot.,Product Quality,,False
BRGR Alley Café,5,coffee,delicious foods+ cozy place+ very welcoming staff red_heart,Customer Service,,False
The Bloom Coffee & Start-Up Space,2,coffee,"There was only one waitress serving all customers, and while she was polite and upfront about the expected 30-minute wait time, our food ended up taking over an hour to be served.",Product Quality,,False
Mine Cafe - Tibungco,5,coffee,"That said, the air conditioning could be improved as it wasn't as cool as expected, and you can hear quite a bit of noise from passing cars and motorcycles outside, which slightly affects the overall ambiance.",Ambiance and Atmosphere,,False
Annipie Airport View,5,coffee,"What we ordered: Breakfast - Anniepie Breakfast Platter, Pancit Palabok (big serving, it's actually good for two), Smoked Bacon (daming bacon, napa-order ng extra rice ang kasama ko  grinning_squinting_face ), hot chocolate drink (tasted like swiss miss with marshmallow which I liked, but my friend wanted to taste tablea so he was a little disappointed), Pistachio sans rival cake to-go (I wish I could take some home pero hassle sa flight  smiling_face_with_tear ) Lunch - Pulled pork quesadilla, Annie's Carbonara (we wanted to order another one if not for the lack of time) Food was great, place was very clean and aesthetic, servers were helpful, and the location is ideal.",Ambiance and Atmosphere,,False
One Corner Coffee Lifestyle and Beyond,5,coffee,What makes this shop stand out is that it doesn't open daily.,Store Operations and Accessibility,,False
BRGR Alley Café,5,coffee,"It is our favorite burger, we always order burger here on Grab Food.",Product Quality,,False
Kafih - Davao,5,coffee,Wifi is superb  hundred_points / hundred_points,Facilities and Amenities,,False
The Coffee Bar at GMall of Davao,5,coffee,aesthetic,Ambiance and Atmosphere,,False
Coffee Project Mintal,5,coffee,As long as you have the budget.,Price and Value,,False
Starbucks,5,coffee,I love Starbucks' coffee.,Product Quality,,False
Matcha Ureshi Bar,5,matcha,"good ambiance, good matcha & good service",Ambiance and Atmosphere,,False
Café Racer Coffee,5,coffee,"Give it a go, this might be your next go to coffee spot",Product Quality,,False
Starbucks,5,coffee,Chill and fast service,Ambiance and Atmosphere,,False
Twelve Coffee Davao - Ecoland,4,matcha,their drinks r affordable.,Product Quality,,False
Kotetsu by Wood and Coffee,5,coffee,"The staff are courteous and attentive, making the overall dining experience pleasant.",Customer Service,,False
The Crazy Bite Co. Sky Cafe,5,coffee,great ambiance  smiling_cat_with_heart-eyes  smiling_cat_with_heart-eyes  smiling_cat_with_heart-eyes,Ambiance and Atmosphere,,False
Green Coffee - Marfori,4,coffee,The food is good but a bit pricey  money-mouth_face .,Product Quality,,False
Door 3 Cafe,5,coffee,Downside is no parking area but overall great first time experience red_heart,Store Operations and Accessibility,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"Food so good, place is clean, their stuff is so approachable and friendly, their open 24/7",Store Operations and Accessibility,,False
Lara Mia Café & Bistro,5,coffee,"Serving size can feed 1-2 people, their gelato flavors are very interesting, food is served in a timely manner, has reasonable prices, and the staff is also attentive.",Product Quality,,False
Fourth Street Cafe,4,coffee,"While it appears they've shifted their focus away from a full menu of short orders, this has only sharpened their dedication to what they do best: coffee and pastries.",Product Quality,,False
Don Macchiatos Coffee,3,matcha,The price match the taste  winking_face  Perfect for students.,Product Quality,,False
Glasshouse Coffee,3,coffee,The aircon is cold.,Facilities and Amenities,,False
Starbucks - SM City Davao,3,coffee,"The drinks taste good, but in my opinion they are overpriced.",Price and Value,,False
Coffee Project Mintal,2,coffee,No variety of good music.,Ambiance and Atmosphere,,False
Starbucks,4,coffee,I like that this Starbucks branch ( the 1st stand-alone branch in our city...)has a different vibe from the rest of the branches in the malls.,Ambiance and Atmosphere,,False
Happy Valley Cafe Davao,4,coffee,"When I dined in the following week, it was a peachy midday with the Cajun Shrimp pasta and Ube Latte.",Product Quality,,False
Dakong Balay,1,coffee,Their service is the worst!,Customer Service,,False
Seattle's Best Coffee,1,coffee,The coffee was extremely weak and overpriced.,Price and Value,,False
Fika Cafe - Lapu-Lapu,4,coffee,"Aesthetic place, spacious so you can de-stress.",Ambiance and Atmosphere,,False
Seattle's Best Coffee,5,coffee,Coffee was good!,Product Quality,,False
Starbucks,3,coffee,Also i suggest you add some tables and chairs.,Facilities and Amenities,,False
Karlo's Gourmet & Coffee,5,coffee,"My friends tried their Durian Hot Choco, and they said that it was very delicious (I'm not a fan of durian, so I wouldn't know; also they said that it must be mixed with other caffeinated drinks especially if you have heart conditions as it may cause palpitation).",Product Quality,,False
Starbucks,5,coffee,Expensive but I still like it.,Price and Value,,False
Gulf Coast Coffee and Co.,1,coffee,I got food and did a little shopping from the market.,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,And the food also was good!,Product Quality,,False
Whisk Davao Matcha,5,matcha,"Upon entering the cleanliness, unique interior, and ambiance get your attention not to mention the great music and premium sound system.",Ambiance and Atmosphere,,False
Matcha Bar - Marfori,5,matcha,Well made drinks and pastries.,Product Quality,,False
Annipie @ The Farm,3,coffee,"FOOD: we ordered binagoongan, tamales and suman, carbonara, palabok, the other one i forgot its name, garlic buttered chicken, brewed coffee and cinammon.",Product Quality,,False
Matcha Bar - Marfori,4,matcha,I love their matcha — definitely worth the price!,Product Quality,,False
Paramount Coffee Crocodile Park Davao,5,coffee,Excellent... beautiful location... good service... and a wonderful atmosphere,Ambiance and Atmosphere,,False
The Forum Cafe,5,coffee,"I went to several coffee shops in Davao and couldn't find a simple espresso, but in here multiple choices are available.",Product Quality,,False
Annipie @ The Farm,4,coffee,this is one of family favourite lunch after sunday mass  folded_hands_light_skin_tone  Highly recommended for anyone looking for a different ambiance restaurant with great food and even better vibes!,Product Quality,,False
"Miss Bridgette,",5,matcha,I love the Philippines and all it offers but I miss my food.,Product Quality,,False
Whisk Davao Matcha,4,matcha,"Love the ambiance, too!",Ambiance and Atmosphere,,False
Coffee By The Way,5,coffee,Restroom facilities also need upgrading to match the inviting atmosphere of the place.,Facilities and Amenities,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,Nice location to enjoy coffee and a light meal while waiting for an afternoon flight out (short Grab ride to airport).,Product Quality,,False
Sipscape Cafe,5,coffee,"The matcha here is incredibly creamy and has an authentic, pure matcha taste.",Product Quality,,False
Dakong Balay,5,coffee,"Good food, nice ambiance, instagrammable ang place and nice and comfort room.",Facilities and Amenities,,False
Green Coffee - Marfori,4,coffee,"Honestly, they have the best cake selection in a cafe, much better than starbucks.",Product Quality,,False
Lot 38 Kape,5,coffee,The barista explained to us the different drinks and the different coffee tasting notes.,Customer Service,,False
BRGR Alley Café,5,coffee,"Thoughtful staff, good food, and place",Customer Service,,False
The Secret Garden Cafe,4,coffee,"Sana lang ma-extend nila yung space since super small and walang parking—but overall, excellent talaga.",Facilities and Amenities,,False
Wood and Coffee Davao,5,coffee,The food was affordable and really good.,Product Quality,,False
Just Coffee & Sip,5,coffee,"they also have light snacks, heavy meals, and very lami and dili umay na desserts.",Product Quality,,False
Starbucks - SM Lanang,3,coffee,2nd time in a month SB in SM run out of covers for cups whats up with planning in this otherwise great coffee shop ?,Product Quality,,False
Coffee Project Mintal,5,coffee,Great coffee,Product Quality,,False
Fourth Street Cafe,4,coffee,"Fourth Street Cafe  round_pushpin Narra St., Davao City  six-thirty  06:30-21:00 Coffee  hot_beverage  hot_beverage  hot_beverage  hot_beverage  hot_beverage  Price  hot_beverage  hot_beverage  hot_beverage  hot_beverage  hot_beverage  Service  hot_beverage  hot_beverage  hot_beverage  hot_beverage  hot_beverage  my only regret was I found it late  white_heart  OK_hand_light_skin_tone  hundred_points  #fourthstreetcafedvo #supportlocal",Customer Service,,False
HYGGE COFFEE 2,5,coffee,"It's our second time here @HyggeCoffee2 it was a great experience, the staff is very accommodating the food serves well and very delicious.",Customer Service,,False
Lara Mia Café & Bistro,5,coffee,Great ambiance and great food.,Product Quality,,False
JH Garden Cafe and Restaurant Matina,5,coffee,"The food was served promptly, and the staff was friendly and attentive.",Customer Service,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"The food is delicious, super affordable din ng price.",Price and Value,,False
BRGR Alley Café,5,coffee,Ambiance 5/5 Food 5/5 Cats (Ulo and Makoy) 10/5 Must try the PB Burger!,Ambiance and Atmosphere,,False
Purge Coffee Roaster,5,coffee,"May get crowded sometimes, but food and coffee are worth the money.",Product Quality,,False
Seattle's Best Coffee,1,coffee,Kindly retrain your counter staff not to use phones while taking orders.. it'll make the service much faster and he can concentrate better on customer service...,Customer Service,,False
Matcha Bar - Marfori,5,matcha,"The vibes are nice and calm, the matcha is good, the music matches the vibe and the staff are accommodating and nice!",Ambiance and Atmosphere,,False
Indahouse Cafe,5,coffee,Place: Very Instagrammable Staff: friendly and very attentive Matcha: you can explore various types of high quality matcha drink.,Ambiance and Atmosphere,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,The staff are super responsive and friendly even during peak hours; never breaking a sweat.,Store Operations and Accessibility,,False
Humble Table,5,coffee,"The place is small however, the service, coffee and food is exceptional!",Product Quality,,False
Karlo's Gourmet & Coffee,1,coffee,The food?,Product Quality,,False
The Limestone Brew,4,coffee,Good & clean friendly staffs too,Customer Service,,False
AMCG Farm (Damosa Branch),5,matcha,yummmy ube matcha,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,"Food is okay, service time is okay, but place is vibe.. meet foods are just okay.",Customer Service,,False
LASA DAVAO,5,coffee,The place has a cozy ambiance and the customer service is superb.,Customer Service,,False
Craft Coffee & Roastery,5,coffee,check_mark_button  Professional service and fast serving time added to the great experience.,Customer Service,,False
Dunkin' Davao People's Park,4,coffee,"I took it home to drink and found it to be bold and a little sweeter than I typically like coffee, but still enjoyable.",Product Quality,,False
Cafe Demitasse,3,coffee,Slow service.,Customer Service,,False
PICKUP COFFEE - Robinsons Cybergate Delta,5,coffee,Pickup Coffee DELTA  star  star  star  star  star  My favorite coffee chain!,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"The atmosphere is the highlight of the establishment, it has good food and service.",Ambiance and Atmosphere,,False
Steep Kohi,4,coffee,Shared limited parking but I was able to drop by and grab drinks.,Store Operations and Accessibility,,False
Starbucks,4,coffee,Good location.,Store Operations and Accessibility,,False
BRGR Alley Café,5,coffee,"Thank you BRGR ALLEY staff, notably Ms. Gai for the superb service.",Customer Service,,False
PICKUP COFFEE - Gaisano Mall of Davao,5,coffee,"Nice place, coffee cart, and staff.",Customer Service,,False
Starbucks,4,coffee,Great service and ambience.,Customer Service,,False
The Bloom Coffee & Start-Up Space,4,coffee,"Waitress are hospitable, their service also quick",Customer Service,,False
Mille Matcha - DGT,4,matcha,Food: (4.4/5) I love their midnight sunrise.,Product Quality,,False
Green Coffee - Diversion,2,coffee,"Good customer service is essential, and this place could be so much better if the staff were friendlier and more accommodating.",Customer Service,,False
The Coffee Spot & Lounge,3,coffee,"It,s great they continue run the coffee shop if we consider there location.",Store Operations and Accessibility,,False
JAS Caffeinated,5,coffee,"Great place to stay & chill out with close friends, old friends, best friends alike.",Ambiance and Atmosphere,,False
The Matcha Tokyo - SM Davao,5,matcha,Good food and good place!,Product Quality,,False
Black Scoop Cafe Matina,3,coffee,They have a wide variety of coffee and non-coffee offers in their menu but most of those are NOT even available.,Product Quality,,False
AtCurbside,1,coffee,"my first 2 visits, i encountered the same barista.",Customer Service,,False
Green Coffee - Marfori,3,coffee,Even though they off the aircon they should open the ceiling fans.,Facilities and Amenities,,False
Dakong Balay,5,coffee,smiling_face_with_open_hands  They have a sumptuous food  face_savoring_food and better service.,Customer Service,,False
Café Joa,1,coffee,"I was hoping for a quiet environment to relax and get some work done, but it felt more like I'm in a public place with staff chatting most of the time at the front.",Ambiance and Atmosphere,,False
Green Coffee - Marfori,3,coffee,Maybe it should be rebranded as students' cafe or study hub.,Facilities and Amenities,,False
Midnights Cafe,5,coffee,All food and drinks is a must order in this cafe.,Product Quality,,False
BRGR Alley Café,5,coffee,Good food Friendly crew Nice place There were many customers when we visited since it was a Saturday night.,Product Quality,,False
Coffee at Yellow Hauz,4,coffee,"The variety of drinks available is impressive, and I'm excited to see how they continue to refine their menu.",Product Quality,,False
Cafe Demitasse,5,coffee,I enjoyed my dark chocolate cake.,Product Quality,,False
"KAOS CAFE - 24 Hours, Jacinto St.",5,coffee,"Location is close to roxas as well so if you're overstimulated by the noises and smoke there, kaos is a good place for quiet and chill.",Store Operations and Accessibility,,False
Hikaru de Cielo Cafe,3,coffee,Taste reduced.,Product Quality,,False
Wild Zebra Coffee,5,coffee,"Atmosphere and vibe is unique compared to the light minimalistic cafes, there's also good WIFI here so great for studying.",Ambiance and Atmosphere,,False
Y3 Cafe,5,coffee,THEIR COFFEE AND PASTA ARE DELICIOUS!,Product Quality,,False
LASA DAVAO,5,coffee,"the service crew was also kind, they even offered to take pictures.",Customer Service,,False
Starbucks,5,coffee,Parking is very generous and free.,Store Operations and Accessibility,,False
"KAOS CAFE - 24 Hours, Jacinto St.",4,coffee,"The coffee shop is good, affordable price.",Product Quality,,False
The Matcha Tokyo - Azuela High Street,4,matcha,Exciting news for matcha enthusiasts in Davao and Mindanao!,Product Quality,,False
Hid'n Coffee,5,coffee,Matcha!,Product Quality,,False
Palps Cafe,5,coffee,"when you have a real good coffee&matcha place near you.. to have em quick to get caffeine&matcha fix, palps is a place to go!",Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,the ambiance of the place plus the food is already giving and as well as the workers which is very accommodating in terms of services.,Product Quality,,False
Dear Joe Frontera,5,coffee,Such a unique ambiance as well perfect if you're looking for a working space.,Facilities and Amenities,,False
Steep Kohi,5,coffee,"Service-wise, both owners have been nothing but sweet and approachable.",Customer Service,,False
BRGR Alley Café,5,coffee,Sulit for the price you pay.,Price and Value,,False
DUNKIN’,5,coffee,Great service and great brewed coffee!,Customer Service,,False
The Bloom Coffee & Start-Up Space,5,coffee,"Recommend place for students, work, or business meetings.",Facilities and Amenities,,False
Kafih - Davao,5,coffee,The only thing I didn't like was their drinks.,Product Quality,,False
The Secret Garden Cafe,5,coffee,The only downside is the size of the space since you only have a few inches of path in the middle to pass through once the place gets full.,Facilities and Amenities,,False
The Secret Garden Cafe,5,coffee,The first time I saw this kind of service in the phillipines period.,Customer Service,,False
"KAOS CAFE - 24 Hours, Jacinto St.",4,coffee,The thing is if you use card as MOP there's a minimum purchase of 250 and you'll end up paying 300+ for food or drink (or both) since their price range is below 250.,Product Quality,,False
Solace - Coffee Club,5,coffee,"Everything was worth the price, and you can tell they care about quality.",Price and Value,,False
Whisk Davao Matcha,5,matcha,Love this matcha place!,Product Quality,,False
Coffee Hub,4,coffee,"Convenient, available 24/7, accessible— location is in downtown, and very accomodating staff.",Store Operations and Accessibility,,False
Krispy Kreme Factory Store Davao,4,coffee,The food and drink combo is perfect and their service and atmosphere of the place are bot great.,Ambiance and Atmosphere,,False
Green Coffee - Diversion,5,coffee,Very nice ambiance and the drinks are good,Product Quality,,False
StarBlack Cafe Mintal,5,coffee,The foods are delicious and very affordable  red_heart  I love some java chip frappe and nachos hahaha,Price and Value,,False
Steep Kohi,5,coffee,Honestly my favorite go-to coffee shop for coffee and matcha!,Product Quality,,False
Starbucks,4,coffee,"Atmosphere is very nice here, variety of coffee available, Best place to go with your friends and family",Product Quality,,False
Coffeecat,5,coffee,Quality food and drinks.,Product Quality,,False
