place_name,rating,shop_type,sentence,TargetAspect,Sentiment,is_synthetic
Lanang Matcha House,1,matcha,"Kamahal ba sa inyong matcha, mura tag gitulis.",Price and Value,Negative,True
Kape Obrero,1,coffee,Dili sulit ang gibayad nako sa gamay na kape.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,Overpriced pastries tapos uga na kaayo inig serve.,Price and Value,Negative,True
Torres Brews,1,coffee,Mahal ra kaayo ila menu dili match sa quality.,Price and Value,Negative,True
Davao Kape,1,coffee,"Super mahal jud as in, kaloka ang presyo.",Price and Value,Negative,True
Buhangin Brew,1,coffee,Gamay kaayo ang cup for 180 pesos. Not worth it.,Price and Value,Negative,True
Lanang Matcha House,2,matcha,Price is too high for a normal tasting matcha.,Price and Value,Negative,True
Cafe Agdao,1,coffee,"Masyadong mahal, di naman special ang lasa.",Price and Value,Negative,True
Roxas Beans,1,coffee,Overpriced coffee tapos wala pay lami.,Price and Value,Negative,True
Torres Brews,2,coffee,Dili ko ganahan sa price kay overcharged ra kaayo.,Price and Value,Negative,True
Kape Obrero,2,coffee,"You pay more for the aesthetic, dili worth it ang drinks.",Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,They charge too much for basic iced coffee.,Price and Value,Negative,True
Matcha Matina,1,matcha,Grabe sad ka mahal ang matcha dre uy.,Price and Value,Negative,True
Davao Kape,2,coffee,Di ko gets ngano mahal kaayo ilang kape.,Price and Value,Negative,True
Buhangin Brew,2,coffee,Overpriced and under-portioned food.,Price and Value,Negative,True
Cafe Agdao,1,coffee,The prices are too steep for a local coffee shop.,Price and Value,Negative,True
Roxas Beans,1,coffee,Jusko ang mahal ng kape tapos lasang tubig.,Price and Value,Negative,True
Lanang Matcha House,2,matcha,"Waste of money, mahal kaayo di man lami.",Price and Value,Negative,True
Kape Obrero,2,coffee,"Mahal kaayo siya, not ideal for daily coffee run.",Price and Value,Negative,True
Torres Brews,1,coffee,"Overpriced ang drinks, mas lami pa ang 39ers.",Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,Gamay ug serving for a very expensive price tag.,Price and Value,Negative,True
Davao Kape,1,coffee,"Mahal ilang kape, way lami, sayang kwarta.",Price and Value,Negative,True
Matcha Matina,2,matcha,200 pesos for this small cup? Grabe ka mahal.,Price and Value,Negative,True
Buhangin Brew,1,coffee,Dili worth the price ilang mga cakes and coffee.,Price and Value,Negative,True
Cafe Agdao,2,coffee,Expensive tapos ang liit ng serving ng food.,Price and Value,Negative,True
Lanang Matcha House,1,matcha,I feel like it's overpriced for a simple matcha latte.,Price and Value,Negative,True
Roxas Beans,2,coffee,Mahal ra jud kaayo para sa ordinary na kape.,Price and Value,Negative,True
Kape Obrero,1,coffee,Mura mag ginto ang presyo sa ila drinks.,Price and Value,Negative,True
Matcha Matina,1,matcha,Overpriced matcha drinks that taste like pure milk.,Price and Value,Negative,True
Torres Brews,2,coffee,Dili makatarungan ilang presyo sa kape uy.,Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,Very expensive and the serving is ridiculously small.,Price and Value,Negative,True
Davao Kape,2,coffee,"Overpriced siya, mapugos tag palit kay nag order na.",Price and Value,Negative,True
Cafe Agdao,1,coffee,Di sya worth it for its price point.,Price and Value,Negative,True
Buhangin Brew,2,coffee,"Mahal kaayo, dili ko mubalik dire na cafe.",Price and Value,Negative,True
Lanang Matcha House,1,matcha,Prices are absurdly high for Davao standards.,Price and Value,Negative,True
Roxas Beans,2,coffee,Sayang jud akong 250 pesos ani na drink.,Price and Value,Negative,True
Kape Obrero,2,coffee,Masyadong pricey ang menu nila compared sa uban cafe.,Price and Value,Negative,True
Torres Brews,1,coffee,Overpriced tapos tagal pa i-serve. Di worth it.,Price and Value,Negative,True
Matcha Matina,2,matcha,The matcha is good pero the price is completely unjustified.,Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,Mahal kaayo ang food tapos ang gamay sa portion.,Price and Value,Negative,True
Davao Kape,2,coffee,You're just paying for the vibe. Coffee is overpriced.,Price and Value,Negative,True
Cafe Agdao,1,coffee,Unreasonably priced drinks para sa pangit na customer service.,Price and Value,Negative,True
Buhangin Brew,2,coffee,Gamay ra ang cake slice para sa 150 pesos.,Price and Value,Negative,True
Lanang Matcha House,1,matcha,Di worth it i-spend akong kwarta dire.,Price and Value,Negative,True
Roxas Beans,2,coffee,Expensive kaayo ang kape tapos lasang 3-in-1.,Price and Value,Negative,True
Kape Obrero,1,coffee,"Mahal masyado, nakakawalang gana ang presyo.",Price and Value,Negative,True
Matcha Matina,2,matcha,I love matcha pero this one is just plain overpriced.,Price and Value,Negative,True
Torres Brews,2,coffee,They increased their prices but reduced the serving size.,Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,"Sayang kwarta, overpriced ra kaayo ilang kape.",Price and Value,Negative,True
Davao Kape,2,coffee,Dili ko mu-recommend kay mahal ra kaayo ilang food.,Price and Value,Negative,True
Cafe Agdao,1,coffee,Too pricey for mediocre coffee and pastries.,Price and Value,Negative,True
Kape Obrero,2,coffee,"Grabe ka overpriced, dili worth it dayuhon sa Obrero.",Price and Value,Negative,True
Buhangin Brew,1,coffee,"Mahal na gani, wa pajud lami ang pagka timpla.",Price and Value,Negative,True
Lanang Matcha House,2,matcha,I wouldn't pay that much for basic coffee again.,Price and Value,Negative,True
Roxas Beans,1,coffee,"Masyadong mahal yung kape, tapos puro yelo lang.",Price and Value,Negative,True
Matcha Matina,2,matcha,Very small serving for an expensive matcha drink.,Price and Value,Negative,True
Torres Brews,1,coffee,The price is not justified by the taste and size.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,Mahal kaayo ilang menu items compared to better cafes.,Price and Value,Negative,True
Davao Kape,1,coffee,"Sayang lang akong gi bayad, super overpriced!",Price and Value,Negative,True
Lanang Matcha House,2,matcha,"Ang mahal ng matcha nila, di naman authentic ang lasa.",Price and Value,Negative,True
Cafe Agdao,2,coffee,Dili practical ang price for a quick coffee break.,Price and Value,Negative,True
Buhangin Brew,1,coffee,Overpriced kaayo ilang cakes tapos dry na.,Price and Value,Negative,True
Kape Obrero,2,coffee,Super mahal niya for a local coffee shop.,Price and Value,Negative,True
Roxas Beans,1,coffee,"Dili worth it, I'd rather buy coffee somewhere else.",Price and Value,Negative,True
Torres Brews,2,coffee,"Grabe kamahal, mura tag gikuhaan og kwarta sa bulsa.",Price and Value,Negative,True
Matcha Matina,1,matcha,The matcha is definitely overpriced for its quality.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,"Mahal jud sya, di makatarungan for a regular iced coffee.",Price and Value,Negative,True
Davao Kape,1,coffee,180 for a small drink is way too expensive.,Price and Value,Negative,True
Cafe Agdao,2,coffee,Di worth it ang price sa quality sa food.,Price and Value,Negative,True
Buhangin Brew,1,coffee,Mahal masyado and di man lang masarap yung kape.,Price and Value,Negative,True
Lanang Matcha House,2,matcha,Way pulos ang kape nila for that expensive price.,Price and Value,Negative,True
Roxas Beans,1,coffee,Not a good value for money jud.,Price and Value,Negative,True
Kape Obrero,2,coffee,"Overpriced menu, mas nindot pa mag brew sa balay.",Price and Value,Negative,True
Torres Brews,1,coffee,Prices are exorbitant for such a small serving.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,"Dili ko mu-utro ug palit, kamahal sa ilang drinks.",Price and Value,Negative,True
Davao Kape,1,coffee,Overpriced food and the coffee is just mediocre.,Price and Value,Negative,True
Matcha Matina,2,matcha,"Mahal kaayo, dili pang masa ang presyo.",Price and Value,Negative,True
Lanang Matcha House,1,matcha,I felt scammed by how expensive their matcha is.,Price and Value,Negative,True
Cafe Agdao,2,coffee,Masyadong pricey for a simple coffee and toast.,Price and Value,Negative,True
Buhangin Brew,1,coffee,"Kamahal sa kape, dili reasonable ang ilang pricing.",Price and Value,Negative,True
Roxas Beans,2,coffee,"Too much ice, very little coffee for a high price.",Price and Value,Negative,True
Kape Obrero,1,coffee,Mahal na kaayo ilang drinks nag shrink pa ang cup.,Price and Value,Negative,True
Torres Brews,2,coffee,"Grabe ang patong sa presyo, di worth it.",Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,Waste of money buying overpriced drinks here.,Price and Value,Negative,True
Davao Kape,2,coffee,Lami ang ambiance pero overpriced ra jud ang kape.,Price and Value,Negative,True
Matcha Matina,1,matcha,"Di ko malipay sa price nila, mahal ra jud.",Price and Value,Negative,True
Lanang Matcha House,2,matcha,Paying 200+ for a meh matcha is not worth it.,Price and Value,Negative,True
Cafe Agdao,1,coffee,"Mahal kaayo ilang sandwiches, gamay ra ang sulod.",Price and Value,Negative,True
Buhangin Brew,2,coffee,"Overpriced siya for me, daghan mas lami na cheaper.",Price and Value,Negative,True
Roxas Beans,1,coffee,You don't get what you pay for. Overpriced cafe.,Price and Value,Negative,True
Kape Obrero,2,coffee,Gamay ra kaayo ang food for its expensive price.,Price and Value,Negative,True
Torres Brews,1,coffee,Super pricey tapos dili sad kaayo lami ila drinks.,Price and Value,Negative,True
Ecoland Coffee Co,2,coffee,Unjustifiable ang presyo sa kape diri na shop.,Price and Value,Negative,True
Davao Kape,1,coffee,Mura kog gikawatan sa kamahal sa ilang menu.,Price and Value,Negative,True
Matcha Matina,2,matcha,Not worth the expensive price tag at all.,Price and Value,Negative,True
Lanang Matcha House,1,matcha,Mahal kaayo ang matcha nila compared sa uban.,Price and Value,Negative,True
Cafe Agdao,2,coffee,"Masyadong mahal, pang mayaman lang siguro ni na kape.",Price and Value,Negative,True
Buhangin Brew,1,coffee,"Way lami ang drinks, sayang ang mahal na bayad.",Price and Value,Negative,True
Roxas Beans,2,coffee,"The drinks are severely overpriced, totally not recommended.",Price and Value,Negative,True
Kape Obrero,1,coffee,Gamay ug cup tapos overpriced pa jud kaayo.,Price and Value,Negative,True
Torres Brews,2,coffee,They charge premium prices for below average coffee.,Price and Value,Negative,True
Ecoland Coffee Co,1,coffee,"Sayang ang pera, ang mahal pa naman ng kape.",Price and Value,Negative,True
Davao Kape,2,coffee,Dili ko ganahan kay expensive ra kaayo for me.,Price and Value,Negative,True
Matcha Matina,1,matcha,Mahal ilang drinks unya murag asukal ra tanan.,Price and Value,Negative,True
Lanang Matcha House,2,matcha,Pricing is completely ridiculous for the small serving size.,Price and Value,Negative,True
Cafe Agdao,1,coffee,"Overpriced cafe, di jud worth it para sa mga students.",Price and Value,Negative,True
Buhangin Brew,2,coffee,Di makatarungan ang kamahal sa ila food and drinks.,Price and Value,Negative,True
Matcha Milk Bar,1,coffee and matcha,"Walay bisan unsang aircon nga gana, sobra ka init sulod bisan naay AC unit.",Store Operations and Accessibility,Negative,True
Torres St. Coffee,2,matcha,"Naa lang gyud usa ka parking slot for guest, dili igo para sa peak hours.",Store Operations and Accessibility,Negative,True
Ma-a Coffee Stop,1,matcha,Grabe ka lisod ma access ang loob kay naka barricade ang entrance due sa repair.,Store Operations and Accessibility,Negative,True
Kape Habagat,2,coffee,"Wala jud signage sa gawas, nasagpa mi og layo kay wala nakit-an ang entrance.",Store Operations and Accessibility,Negative,True
Obrero Brew Bar,2,coffee and matcha,Sobra ka lisod ang pag park kay reserved lahat para sa staff nila lang.,Store Operations and Accessibility,Negative,True
Steep Leaf Davao,1,coffee and matcha,Mag order lang ka pila na ka minuto ang hulat kay kulang ug staff sa counter.,Store Operations and Accessibility,Negative,True
Cafe Agdao,2,matcha,Naay app booking sila pero wala man diay ni sync sa actual availability.,Store Operations and Accessibility,Negative,True
Matcha Mo Davao,2,coffee,Sobra ka init sa waiting area kay walay proper ventilation bisan naay fan.,Store Operations and Accessibility,Negative,True
Bankerohan Brew,1,coffee,Naay sign nga wifi available pero mao gyud ang pinaka sira nga signal sa tibuok area.,Store Operations and Accessibility,Negative,True
Tugbok Brew House,2,matcha,"Grabe ka layo gikan sa highway, kinahanglan mo agi pa og dalan nga bumpy kaayo.",Store Operations and Accessibility,Negative,True
Brewpoint Davao,1,coffee and matcha,"Grabe ka lisod i-park diri, walay parking space bisan gamay.",Store Operations and Accessibility,Negative,True
Bajada Bean Co.,1,coffee,Naay sign nga open pero pag text nako sa contact number wala jud gi reply.,Store Operations and Accessibility,Negative,True
Brew Nation Davao,1,coffee,"Grabe ka lisod ang access sa CR, kinahanglan mo hangyo pa sa staff para sa key.",Store Operations and Accessibility,Negative,True
Brew & Bites Davao,1,matcha,"Sobra ka layo ang pinaka duol nga parking building, mag lakaw ka og upat minuto.",Store Operations and Accessibility,Negative,True
Sagrada Coffee Nook,1,matcha,"Grabe ka layo ang CR gikan sa seating area, kinahanglan mo gawas pa sa building.",Store Operations and Accessibility,Negative,True
Cafe Panabo Road,1,coffee,Sobra ka lisod ma locate ang entrance kay wala silay clear signage sa gawas.,Store Operations and Accessibility,Negative,True
Kape Diwa Davao,2,coffee,"Wala silay proper drainage, mag tubig ang entrance every time mo ulan.",Store Operations and Accessibility,Negative,True
Bean Route Davao,1,coffee and matcha,"Walay proper waiting area, magtindog na lang mi outside sa init while naghulat.",Store Operations and Accessibility,Negative,True
The Daily Grind Davao,1,coffee,"Sobra ka gamay ang store, dili jud angay para sa daghan customers per hour.",Store Operations and Accessibility,Negative,True
Brew Society Davao,1,coffee,"Layo kaayo ang nearest jeepney stop, mag lakaw pa ka og pito ka minuto.",Store Operations and Accessibility,Negative,True
Green Whisk Matcha House,1,coffee,"Grabe ka hirap hanapin, wala man gani nag stand out ang signage nila sa kadalanan.",Store Operations and Accessibility,Negative,True
Cafe Malagos Roasters,1,matcha,Grabe ka daghan mag order pero isa ra ka staff naka duty sa buong shift.,Store Operations and Accessibility,Negative,True
Roxas Ave Roastery,2,matcha,"Naabot ko alas 3 tapos sarado na, sa Google Maps until 6pm man unta.",Store Operations and Accessibility,Negative,True
Cafe Toril,1,matcha,"Naa lang gyud usa ka cashier bisan Saturday rush hour, sobra ka hinay ang linya.",Store Operations and Accessibility,Negative,True
Catalunan Cafe Stop,1,coffee,Sobra ka init sa sulod kay naa lang isa ka aircon unit para sa buong store.,Store Operations and Accessibility,Negative,True
Matcha & Co. Davao,1,matcha,"Naay isa lang ka staff nga naka duty, sobra ka hinay ang pag serve sa order.",Store Operations and Accessibility,Negative,True
Matina Matcha Lab,1,coffee,"Wala silay clear schedule, lahi lahi permi ang closing time depende sa staff.",Store Operations and Accessibility,Negative,True
Cafe Kadayawan,1,coffee and matcha,"Wala sila nag post nga holiday closed sila, nagbyahe pa mi from Toril para wala lang.",Store Operations and Accessibility,Negative,True
Kape Lokal,1,matcha,"Sobra ka layo ang jeepney terminal gikan sa store, mag Grab na lang lagi ka.",Store Operations and Accessibility,Negative,True
Matcha Muna,2,coffee,Wala jud sila mag update sa holiday schedule nila sa social media.,Store Operations and Accessibility,Negative,True
Green Leaf Matcha Bar,1,matcha,Naay sign nga wheelchair accessible pero naay steep steps padulong sa entrance.,Store Operations and Accessibility,Negative,True
Cafe Ilang-Ilang,1,coffee,"Wala silay proper signage papunta sa parking, na miss mi og turn kay wala nakita.",Store Operations and Accessibility,Negative,True
Matcha Bar 88,1,matcha,"Wala silay heads up nga closed sila for private event, nagbyahe pa mi para wala lang.",Store Operations and Accessibility,Negative,True
Kape Balay,1,coffee,Grabe ka daghan customers per table area nga sobra ka gamay para sa tanan.,Store Operations and Accessibility,Negative,True
Kape Bukid,1,coffee,"Sobra ka bright ug hot init sa sulod, wala jud gina turn on ang aircon.",Store Operations and Accessibility,Negative,True
Barako Corner Cafe,1,coffee,"Naay isa lang ka table para sa outdoor, so kapoy ka naghulat og maayo nga slot.",Store Operations and Accessibility,Negative,True
Buhangin Bean House,2,coffee,"Sobra ka lisod ang signal sa wifi bisan naa ka duol sa router, permi disconnect.",Store Operations and Accessibility,Negative,True
Lanang Latte Bar,2,coffee and matcha,Grabe kalisod ang pag park sa evening kay walay light sa parking area.,Store Operations and Accessibility,Negative,True
Cafe Sinabuyan,1,coffee and matcha,"Naa daw sila 24 hours pero nag close na sila alas 9pm, misinformation jud.",Store Operations and Accessibility,Negative,True
Kape't Kwento,1,coffee,Naay maintenance schedule sila pero wala nila gi post asa makita sa publiko.,Store Operations and Accessibility,Negative,True
Cafe Durian House,1,coffee,"Wala nila gi post nga nag change na ang closing time, na sayang ang byahe.",Store Operations and Accessibility,Negative,True
Kape Amiga,1,coffee and matcha,"Sobra ka gamay ang counter area, mag sigpit sigpit lang mo order sa daghan tao.",Store Operations and Accessibility,Negative,True
Kopi Mindanao,1,coffee,Nag ingon sila naay reservation pero pag adto namo wala man diay gi honor.,Store Operations and Accessibility,Negative,True
Kapehan sa Kalinaw,1,coffee,"Wala silay clear indication kung unsa oras ang last order, na guess guess na lang.",Store Operations and Accessibility,Negative,True
Matcha Republika,1,coffee,Naay sign nga open Sundays pero pag adto nako sarado man diay every Sunday.,Store Operations and Accessibility,Negative,True
Matcha Tea Room Davao,2,coffee and matcha,"Sobra ka layo gikan sa main highway, dapat mag Grab pa para makaabot.",Store Operations and Accessibility,Negative,True
Davao Doi Coffee,2,matcha,"Wala nay parking area since gi construction, sobra ka lisod mag park karon.",Store Operations and Accessibility,Negative,True
Kape Ihaw-Ihaw,1,coffee,"Naay isa lang ka toilet para sa buong store, sobra ka daghan naghulat.",Store Operations and Accessibility,Negative,True
Pier Coffee House,1,coffee,"Grabe ka daghan sa Sunday pero walay extra seats gi prepare, standing room na lang.",Store Operations and Accessibility,Negative,True
Matcha Milk Bar,1,matcha,Wala jud sila mag post nga naay ongoing construction sa main entrance nila.,Store Operations and Accessibility,Negative,True
Torres St. Coffee,2,coffee,Naay sign nga open until midnight pero mag close na sila alas 9pm lang.,Store Operations and Accessibility,Negative,True
Ma-a Coffee Stop,1,coffee,"Grabe ka sikip ang entrance, dili gani makasulod ang stroller sa akong baby.",Store Operations and Accessibility,Negative,True
Kape Habagat,2,coffee,"Grabe ka layo padulong sa parking, kinahanglan mo tabok pa sa highway para makaabot.",Store Operations and Accessibility,Negative,True
Obrero Brew Bar,2,coffee,Naay renovation sila pero wala nag inform sa mga customer nga naka book na.,Store Operations and Accessibility,Negative,True
Steep Leaf Davao,2,coffee,"Layo kaayo sa main road, wala pa gani gi maayo ang dalan padulong didto.",Store Operations and Accessibility,Negative,True
Cafe Agdao,1,coffee,"Steep kaayo ang hagdan padulong sa 2nd floor, walay elevator para sa PWD.",Store Operations and Accessibility,Negative,True
Matcha Mo Davao,1,matcha,"Grabe ka busy sa parking area, mag away pa mi og slot sa laing customer.",Store Operations and Accessibility,Negative,True
Bankerohan Brew,1,coffee,"Wala silay ramp o elevator, pure stairs lang gikan sa ground papunta sa second floor.",Store Operations and Accessibility,Negative,True
Tugbok Brew House,2,coffee,Sobra ka layo ang walking distance gikan sa parking papunta sa store mismo.,Store Operations and Accessibility,Negative,True
Brewpoint Davao,2,coffee,"Walay parking area, sa gawas ka lang mag park tapos guardian mo singil ug extra.",Store Operations and Accessibility,Negative,True
Bajada Bean Co.,1,coffee,"Wala silay backup generator, pag brownout sarado dayon bisan mid afternoon pa.",Store Operations and Accessibility,Negative,True
Brew Nation Davao,2,matcha,"Grabe ka daghan tao sa loob pero gamay ra ang store, mag sigpit sigpit na lang.",Store Operations and Accessibility,Negative,True
Brew & Bites Davao,1,coffee and matcha,"Naay sign nga open daily pero close man diay sila every other Tuesday, wala clear.",Store Operations and Accessibility,Negative,True
Sagrada Coffee Nook,1,matcha,"Sobra ka gamay ang parking lot, dili gani ka fit ang akong sakyanan.",Store Operations and Accessibility,Negative,True
Cafe Panabo Road,1,coffee,"Wala silay proper queue system, nag away pa mi kung sino ang una nag order.",Store Operations and Accessibility,Negative,True
Kape Diwa Davao,1,coffee,"Sobra ka layo ang paglakaw padulong sa entrance gikan sa gate, walay shade pa.",Store Operations and Accessibility,Negative,True
Bean Route Davao,2,coffee,Sobra ka daghan nag hulat outside kay walay proper waiting system.,Store Operations and Accessibility,Negative,True
The Daily Grind Davao,1,coffee and matcha,"Wala sila mag update sa operating hours nila kada holiday, permi mi na guess lang.",Store Operations and Accessibility,Negative,True
Brew Society Davao,1,coffee,"Wala silay ramp padulong sa entrance, lisod jud kaayo sa mga naay stroller.",Store Operations and Accessibility,Negative,True
Green Whisk Matcha House,2,coffee and matcha,"Wala silay backup plan pag mag rain, mag sarado dayon sila kay atop leak.",Store Operations and Accessibility,Negative,True
Cafe Malagos Roasters,1,coffee,Naay sign nga accessible pero naay hagdan pa diay una mo abot sa entrance.,Store Operations and Accessibility,Negative,True
Roxas Ave Roastery,1,matcha,Sobra ka init sa second floor kay wala nila palihuga ang aircon didto.,Store Operations and Accessibility,Negative,True
Cafe Toril,1,coffee and matcha,"Wala silay signage sa parking, mag guess na lang ka kung asa allowed mo park.",Store Operations and Accessibility,Negative,True
Catalunan Cafe Stop,1,coffee and matcha,Grabe kalisod ang pag adto kay walay proper street light sa gawas panahon sa gabii.,Store Operations and Accessibility,Negative,True
Matcha & Co. Davao,1,coffee,"Grabe ka lisod ang pag reserve, dili gani mo reply sa message pag mag book ka.",Store Operations and Accessibility,Negative,True
Matina Matcha Lab,1,coffee and matcha,"Grabe ka init ang loading area, wala silay shade para sa naghulat sa pickup.",Store Operations and Accessibility,Negative,True
Cafe Kadayawan,2,coffee,"Gi book namo ang table pero pag abot namo wala pa sila nag prepare, wait pa jud.",Store Operations and Accessibility,Negative,True
Kape Lokal,2,matcha,Sobra ka lisod ma access ang building kay walay tricycle nga mag agi didto.,Store Operations and Accessibility,Negative,True
Matcha Muna,2,coffee and matcha,"Walay proper drive thru bisan naay sign, mag park ka gihapon para mag order.",Store Operations and Accessibility,Negative,True
Green Leaf Matcha Bar,1,coffee and matcha,"Grabe ka sikip ang aisle, dili gani makalabang ang waiter dala ang tray.",Store Operations and Accessibility,Negative,True
Cafe Ilang-Ilang,1,coffee and matcha,Bag-o pa lang sila mo open pero permi na lang sira ang aircon nila.,Store Operations and Accessibility,Negative,True
Matcha Bar 88,1,coffee,"Sobra ka layo ang backup parking, mag lakaw pa ka og lima ka minuto sa main road.",Store Operations and Accessibility,Negative,True
Kape Balay,1,matcha,"Sobra ka sikip ang parking lot, mo unlock ka pa sa gate para makagawas.",Store Operations and Accessibility,Negative,True
Kape Bukid,1,coffee,Naay sign nga open 7am pero pag adto nako alas 8 pa gyud nag abre.,Store Operations and Accessibility,Negative,True
Barako Corner Cafe,2,coffee,"Third floor lang sila pero ang elevator sira, kailangan pa mo hagdan.",Store Operations and Accessibility,Negative,True
Buhangin Bean House,1,coffee,"Naay isa lang ka entrance nga naka lock permanent, kinahanglan mo agi sa likod.",Store Operations and Accessibility,Negative,True
Lanang Latte Bar,2,coffee and matcha,"Wala silay signage sa second entrance, nawala mi og layo before nakit-an.",Store Operations and Accessibility,Negative,True
Cafe Sinabuyan,2,coffee,"Cash lang daw sila, wala accept GCash bisan naa naman QR code sa counter.",Store Operations and Accessibility,Negative,True
Kape't Kwento,1,coffee,"Sobra ka layo ang parking sa building, mag lakaw pa ka og five minutes papunta.",Store Operations and Accessibility,Negative,True
Cafe Durian House,1,coffee and matcha,Naay sign nga bukas 24 hours pero pag alas 2am sarado na diay ang doors.,Store Operations and Accessibility,Negative,True
Kape Amiga,1,coffee,"Sobra ka lisod ang access sa building, blocked man sa construction sa gawas.",Store Operations and Accessibility,Negative,True
Kopi Mindanao,1,matcha,"Naay sign nga open pero pag sulod nako wala diay tao, nag gukod pa ko sa staff.",Store Operations and Accessibility,Negative,True
Kapehan sa Kalinaw,1,coffee,"Grabe ka layo sa main road, walay tricycle nga moadto direkta didto.",Store Operations and Accessibility,Negative,True
Matcha Republika,1,matcha,Naay nag ingon nga naa silay outdoor seating pero permi na lang gi closed due sa weather.,Store Operations and Accessibility,Negative,True
Matcha Tea Room Davao,1,matcha,"Naay isa lang ka staff nga mo clean sa CR, so permi na lang sira ang linya.",Store Operations and Accessibility,Negative,True
Davao Doi Coffee,1,coffee,"Wala silay ramp para sa wheelchair, lisod jud kaayo mosaka akong lola.",Store Operations and Accessibility,Negative,True
Kape Ihaw-Ihaw,2,coffee and matcha,"Naay sign nga bukas pero naka lock diay ang gate, wala tao nag bantay.",Store Operations and Accessibility,Negative,True
Pier Coffee House,2,coffee,Sobra ka lisod pangitaon ang entrance kay wala silay tarpaulin o karatula.,Store Operations and Accessibility,Negative,True
Matcha Milk Bar,1,matcha,"Wala silay clear directional sign padulong sa parking, na confuse mi og layo.",Store Operations and Accessibility,Negative,True
Torres St. Coffee,1,coffee,Nagsulti sila naa silay delivery pero wala man diay rider access sa building.,Store Operations and Accessibility,Negative,True
Ma-a Coffee Stop,1,coffee,"Naay isa lang ka gate nga naka open, dugay ang linya sa pagsulod ug pag gawas.",Store Operations and Accessibility,Negative,True
Kape Habagat,1,coffee and matcha,Third time na ni nga naabot ko closed sila kahit posted hours says open pa.,Store Operations and Accessibility,Negative,True
Obrero Brew Bar,1,matcha,Naay booking system sila pero wala man diay gi apply ang reservation namo.,Store Operations and Accessibility,Negative,True
Steep Leaf Davao,2,coffee,"Grabe ka sikip ang parking area, mag away pa mi ug slot sa ubang customer.",Store Operations and Accessibility,Negative,True
Cafe Agdao,2,coffee and matcha,"Sarado sila without notice, nakaabot ra mi para ma disappoint.",Store Operations and Accessibility,Negative,True
Matcha Mo Davao,1,coffee and matcha,"Wala silay elevator access, so kanang mga senior citizen kinahanglan mo hagdan gyud.",Store Operations and Accessibility,Negative,True
Bankerohan Brew,2,coffee,Naay isa lang ka parking slot para sa disabled pero permi na lang naka park ang staff.,Store Operations and Accessibility,Negative,True
Tugbok Brew House,1,coffee and matcha,"Sarado diay sila sa Sunday, wala pa jud updated sa Google Maps nila.",Store Operations and Accessibility,Negative,True
Brewpoint Davao,1,coffee and matcha,"Grabe ka gamay ang parking, isa lang ka sakyanan ang ka fit sa entire lot.",Store Operations and Accessibility,Negative,True
Bajada Bean Co.,1,coffee,"Grabe ka daghan tao naghulat sa gawas kay walay pa slot sa loob, mag standing na lang.",Store Operations and Accessibility,Negative,True
Brew Nation Davao,1,matcha,"Grabe ka gamay ang space, dili gani ka fit ang wheelchair sa entre way.",Store Operations and Accessibility,Negative,True
Brew & Bites Davao,1,coffee and matcha,"Wala silay proper waiting number, so basta bisan kinsa lang ang gina serve una.",Store Operations and Accessibility,Negative,True
Sagrada Coffee Nook,2,coffee and matcha,"Wala silay proper lighting sa parking area, delikado mag park pag gabii na.",Store Operations and Accessibility,Negative,True
Kape Diwa Davao,2,coffee,Sobra kadugay ang paghulat kay staff shortage daw sila every weekend.,Store Operations and Accessibility,Negative,True
Bean Route Davao,1,coffee and matcha,"Naay isa lang ka staff nga nag open, so mag late gyud sila pag Monday morning.",Store Operations and Accessibility,Negative,True
The Daily Grind Davao,1,coffee,"Grabe ka layo ang nearest ATM, wala pud sila accept card kaya kinahanglan magbring cash.",Store Operations and Accessibility,Negative,True
Brew Society Davao,1,coffee,"Grabe ka gamay ang doorway, dili gani makasulod ang wheelchair nga tarong.",Store Operations and Accessibility,Negative,True
Green Whisk Matcha House,1,coffee,Naay sign nga open 24/7 pero pag alas 11pm sarado na diay ang gate.,Store Operations and Accessibility,Negative,True
Cafe Malagos Roasters,2,coffee,Naay sign nga free parking pero pag adto nako naay charge na diay.,Store Operations and Accessibility,Negative,True
Roxas Ave Roastery,1,coffee,Sobra ka layo padulong sa pinaka duol nga public transport para sa store nga ni.,Store Operations and Accessibility,Negative,True
Cafe Toril,1,coffee and matcha,Naay sign nga open pero pag knock nako sa door wala man diay ni bukas.,Store Operations and Accessibility,Negative,True
Catalunan Cafe Stop,1,coffee,Sobra ka init sa loob kay wala nila gi ayo ang aircon bisan usa ka semana na.,Store Operations and Accessibility,Negative,True
Matcha & Co. Davao,2,coffee,"Naa lang gyud silay isa ka parking slot para sa entire building, grabe.",Store Operations and Accessibility,Negative,True
